estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
325  -  MEDRANO,074  -  INSTITUTO LELOIR,703,-34.6094,-58.4215,-34.6046,-58.4348,1.3291037592579091
267  -  PLAZA 25 DE AGOSTO,267  -  PLAZA 25 DE AGOSTO,109,-34.5797,-58.4618,-34.5797,-58.4618,0.0
005  -  PLAZA ITALIA,005  -  PLAZA ITALIA,3596,-34.5808,-58.4204,-34.5808,-58.4204,0.0
009  -  PARQUE LAS HERAS,394  -  AV. LA PLATA,2393,-34.5855,-58.4077,-34.64408,-58.42212,6.6461219929275375
130  -  RETIRO II,193  -  ARENALES Y AGUERO,1246,-34.5927,-58.375,-34.5909,-58.4061,2.8538474001630725
197  -  PLAZA CIUDAD DE UDINE,314  -  ALLENDE,1231,-34.621,-58.493,-34.6147,-58.5116,1.840588876714011
005  -  PLAZA ITALIA,199  -  ESTADOS UNIDOS Y BOEDO,2963,-34.5808,-58.4204,-34.6224,-58.4158,4.644829809047999
128  -  PARQUE DEL BAJO,111  -  MACACHA GUEMES,236,-34.6052,-58.368,-34.6048,-58.3639,0.3778714245050138
002  -  RETIRO I,004  -  PLAZA ROMA,474,-34.5927,-58.3751,-34.6018,-58.3691,1.1513027362039514
275  -  PLAZA 24 DE SEPTIEMBRE,070  -  ARAOZ,1296,-34.6071,-58.4485,-34.5927,-58.4258,2.6231101628025772
281  -  VILLA URQUIZA,234  -  AVENIDA TRIUNVIRATO,392,-34.5736,-58.4873,-34.5656,-58.4952,1.1465327256069893
093  -  CARLOS CALVO,151  -  AIME PAINE,1033,-34.6207,-58.3944,-34.612,-58.3615,3.1623021450150817
086  -  SAAVEDRA,093  -  CARLOS CALVO,299,-34.6213,-58.4018,-34.6207,-58.3944,0.6804190421177503
106  -  MOSCONI Y CONSTITUYENTES,062  -  PARQUE ONEGA,1036,-34.5809,-58.4936,-34.5932,-58.5138,2.300002283344534
359  -  PLAZA BALCARCE,305  -  PLAZA MARTIN RODRIGUEZ,1697,-34.5475,-58.4678,-34.591,-58.5003,5.679052250280087
256  -  PLAZA NORUEGA,399  -  GARCIA DEL RIO,557,-34.5622,-58.4594,-34.55024,-58.4771,2.0966541235311453
273  -  PLAZOLETA COLOMBIA,046  -  CHILE,947,-34.6377,-58.3737,-34.6164,-58.3744,2.369317807368855
278  -  DONATO ALVAREZ,145  -  RAVIGNANI,1186,-34.6021,-58.4655,-34.5803,-58.4378,3.5078962111553147
080  -  VALLE,276  -  PRIMERA JUNTA,474,-34.6244,-58.4342,-34.6204,-58.4412,0.7798103429700218
111  -  MACACHA GUEMES,117  -  HUMBERTO 1°,1865,-34.6048,-58.3639,-34.6199,-58.3742,1.925536153204089
084  -  TEATRO PICADERO,051  -  TUCUMAN,496,-34.6042,-58.3937,-34.6014,-58.3819,1.1239831874072872
113  -  GUATEMALA,190  -  JUNCAL,636,-34.5857,-58.4251,-34.5852,-58.411,1.2919759497750507
396  -  PLAZA ALBERTI,396  -  PLAZA ALBERTI,86,-34.55571,-58.45789,-34.55571,-58.45789,0.0
054  -  ACUNA DE FIGUEROA,188  -  ARANGUREN,677,-34.5982,-58.4219,-34.6104,-58.4328,1.6839031352596698
255  -  BARRANCAS DE BELGRANO,264  -  PLAZA MARCOS SASTRE,1124,-34.5599,-58.4482,-34.5711,-58.4809,3.2428964923595767
290  -  CLUB EXCURSIONISTAS,002  -  RETIRO I,2071,-34.5581,-58.4433,-34.5927,-58.3751,7.334222192370638
207  -  PLAZA ARENALES,207  -  PLAZA ARENALES,10744,-34.6001,-58.5117,-34.6001,-58.5117,0.0
116  -  HOSPITAL ALEMAN,064  -  RIOBAMBA,503,-34.5921,-58.4028,-34.594,-58.3945,0.7885787930924568
054  -  ACUNA DE FIGUEROA,101  -  FITZ ROY,973,-34.5982,-58.4219,-34.5891,-58.4423,2.1238631778427957
200  -  AUSTRIA Y FRENCH,064  -  RIOBAMBA,451,-34.5883,-58.4043,-34.594,-58.3945,1.0983903464486775
012  -  PLAZA VICENTE LOPEZ,014  -  PACIFICO,1748,-34.5928,-58.3888,-34.5782,-58.4266,3.822281720269881
261  -  QUINTEROS LIDORO,160  -  GODOY CRUZ Y LIBERTADOR,1690,-34.5523,-58.4509,-34.5728,-58.4207,3.5837954048770597
069  -  ECUADOR,084  -  TEATRO PICADERO,2111,-34.5958,-58.4046,-34.6042,-58.3937,1.366658157000784
197  -  PLAZA CIUDAD DE UDINE,133  -  BEIRO Y SEGUROLA,1092,-34.621,-58.493,-34.6075,-58.5119,2.2901723300255425
274  -  GAVILAN,287  -  BELAUSTEGUI,391,-34.615,-58.4666,-34.6164,-58.4772,0.9824317136082054
253  -  PLAZA COLEGIALES,303  -  HUAURA,882,-34.5784,-58.4453,-34.5973,-58.4531,2.2195699847890378
128  -  PARQUE DEL BAJO,079  -  AZUCENA VILLAFLOR,373,-34.6052,-58.368,-34.612,-58.3639,0.8441102342229183
028  -  PLAZA DE LA BANDERA,031  -  PADILLA,2421,-34.6295,-58.4944,-34.6031,-58.4397,5.802910530296562
085  -  AGUERO,171  -  PASTEUR,830,-34.5945,-58.4089,-34.603,-58.3996,1.271971612743241
127  -  PLAZA LEONARDO N. ALEM,109  -  ESTACION PUEYRREDON,1461,-34.5763,-58.5025,-34.5811,-58.5015,0.5415307198839825
167  -  HIPOLITO YRIGOYEN,178  -  JOSE MARMOL,813,-34.615,-58.4273,-34.6234,-58.4249,0.9595091558055481
054  -  ACUNA DE FIGUEROA,038  -  PLAZA LIBERTAD,2323,-34.5982,-58.4219,-34.5971,-58.3827,3.590106369509923
079  -  AZUCENA VILLAFLOR,147  -  CONSTITUCION,1774,-34.612,-58.3639,-34.6261,-58.3793,2.1080894177030993
044  -  ECOPARQUE,100  -  PLAZA GURRUCHAGA,1053,-34.5758,-58.4143,-34.5931,-58.4351,2.7067149478500885
104  -  FEDERICO LACROZE,208  -  NICASIO ORONO,435,-34.5876,-58.4551,-34.5964,-58.4594,1.0547140784948972
058  -  MINISTRO CARRANZA,250  -  FLENI,1503,-34.5749,-58.4353,-34.5556,-58.4505,2.5578770957091637
384  -  PLAZA BENITO NAZAR,206  -  GALICIA,1487,-34.6048,-58.4463,-34.6158,-58.4708,2.5540983093362786
328  -  SARMIENTO II,109  -  ESTACION PUEYRREDON,3348,-34.6058,-58.3958,-34.5811,-58.5015,10.057605671741975
173  -  EL LIBERTADOR,173  -  EL LIBERTADOR,84,-34.5944,-58.5032,-34.5944,-58.5032,0.0
057  -  BELGRANO,016  -  LEGISLATURA,18630,-34.6134,-58.3707,-34.6099,-58.375,0.5534609383092156
183  -  VIRREY CEVALLOS,137  -  AZOPARDO Y CHILE,737,-34.6156,-58.3897,-34.6157,-58.3676,2.02243113442585
352  -  SAN JOSE DE FLORES,221  -  CULPINA,1754,-34.6289,-58.4627,-34.6316,-58.4663,0.4456780242967947
200  -  AUSTRIA Y FRENCH,111  -  MACACHA GUEMES,1498,-34.5883,-58.4043,-34.6048,-58.3639,4.128039621991074
010  -  MADERO UCA,149  -  LIMA,570,-34.617,-58.3658,-34.6153,-58.3816,1.4581749415611738
163  -  ONCE II,384  -  PLAZA BENITO NAZAR,1304,-34.6088,-58.4061,-34.6048,-58.4463,3.7059355847506406
144  -  PUEYRREDON,189  -  POSADAS,991,-34.6021,-58.4061,-34.5885,-58.3855,2.4171002945604227
032  -  CATEDRAL,220  -  PLAZA FELIX LIMA,2672,-34.6072,-58.3735,-34.5418,-58.4704,11.471429707112446
063  -  RECONQUISTA,032  -  CATEDRAL,341,-34.5985,-58.3728,-34.6072,-58.3735,0.9695150530518604
394  -  AV. LA PLATA,184  -  PEDRO ECHAGUE,1417,-34.64408,-58.42212,-34.6307,-58.3912,3.1961793127072933
273  -  PLAZOLETA COLOMBIA,191  -  RIVADAVIA Y 9 DE JULIO,1557,-34.6377,-58.3737,-34.6084,-58.3808,3.322154780938863
208  -  NICASIO ORONO,101  -  FITZ ROY,665,-34.5964,-58.4594,-34.5891,-58.4423,1.763230401036449
223  -  GAINZA,113  -  GUATEMALA,2568,-34.6168,-58.4467,-34.5857,-58.4251,3.9833862779219578
049  -  33 ORIENTALES,146  -  HOSPITAL FRANCES,561,-34.6288,-58.4223,-34.6222,-58.4077,1.524216796958523
128  -  PARQUE DEL BAJO,345  -  PLAZA MAFALDA,2554,-34.6052,-58.368,-34.5809,-58.4446,7.514293404898218
124  -  UGARTECHE,255  -  BARRANCAS DE BELGRANO,1243,-34.5807,-58.4125,-34.5599,-58.4482,4.004241201888906
007  -  OBELISCO,007  -  OBELISCO,143,-34.6058,-58.3807,-34.6058,-58.3807,0.0
353  -  PLAZA VELEZ SARSFIELD,360  -  PLAZA RAMON FALCON,344,-34.6295,-58.4837,-34.6354,-58.4827,0.6623991436009039
094  -  GUZMAN,181  -  BILLINGHURST Y MANSILLA,1340,-34.5917,-58.4497,-34.5926,-58.412,3.4524046146346703
130  -  RETIRO II,032  -  CATEDRAL,470,-34.5927,-58.375,-34.6072,-58.3735,1.6181612698637766
004  -  PLAZA ROMA,061  -  MINISTERIO DE ECONOMIA,474,-34.6018,-58.3691,-34.6088,-58.3707,0.792019502055897
243  -  PLAZOLETA CELEDONIO FLORES,346  -  PLAZA ZAPIOLA,672,-34.5817,-58.4516,-34.5737,-58.4743,2.260634117208313
024  -  ALSINA,290  -  CLUB EXCURSIONISTAS,3358,-34.6108,-58.3806,-34.5581,-58.4433,8.20279931124541
010  -  MADERO UCA,032  -  CATEDRAL,467,-34.617,-58.3658,-34.6072,-58.3735,1.2976997690588281
194  -  PERON Y ACUNA DE FIGUEROA,054  -  ACUNA DE FIGUEROA,269,-34.606,-58.4227,-34.5982,-58.4219,0.8704056767606299
265  -  PLAZA EXODO JUJENO,192  -  HOSPITAL SIRIO,920,-34.5826,-58.481,-34.5904,-58.5071,2.5418348743763945
270  -  PLAZA DEL ANGEL GRIS,287  -  BELAUSTEGUI,886,-34.6218,-58.4577,-34.6164,-58.4772,1.8827149764521058
160  -  GODOY CRUZ Y LIBERTADOR,255  -  BARRANCAS DE BELGRANO,1022,-34.5728,-58.4207,-34.5599,-58.4482,2.8979559406682087
060  -  25 DE MAYO,021  -  PARQUE PATRICIOS,5170,-34.6015,-58.3712,-34.6403,-58.4065,5.38957984595103
374  -  PUAN,199  -  ESTADOS UNIDOS Y BOEDO,1717,-34.6221,-58.4484,-34.6224,-58.4158,2.9832188950914804
350  -  PLAZA IRLANDA,345  -  PLAZA MAFALDA,1572,-34.6131,-58.4572,-34.5809,-58.4446,3.7616376833180363
254  -  PLAZA RAFAEL HERNANDEZ,288  -  SECRETARIA DE DEPORTES,637,-34.5625,-58.4552,-34.5472,-58.4564,1.704827972277019
161  -  HUMAHUACA,121  -  YATAY,345,-34.6021,-58.4195,-34.6008,-58.4283,0.8183063449711289
374  -  PUAN,074  -  INSTITUTO LELOIR,1137,-34.6221,-58.4484,-34.6046,-58.4348,2.309885584851018
272  -  PLAZA BRUNO GIORDANO,303  -  HUAURA,878,-34.6159,-58.4407,-34.5973,-58.4531,2.3591257320724512
243  -  PLAZOLETA CELEDONIO FLORES,182  -  RAVIGNANI Y GUATEMALA,1427,-34.5817,-58.4516,-34.5781,-58.4351,1.5627267360733161
071  -  CERRITO,249  -  BALBIN,3918,-34.6026,-58.3838,-34.5614,-58.4657,8.78663229575867
151  -  AIME PAINE,035  -  INGENIERO BUTTY,846,-34.612,-58.3615,-34.5962,-58.3718,1.9938169733906375
156  -  PLAZA ALEMANIA,001  -  FACULTAD DE DERECHO,2425,-34.5778,-58.4073,-34.5842,-58.3905,1.69469304370686
200  -  AUSTRIA Y FRENCH,089  -  CABELLO,891,-34.5883,-58.4043,-34.5825,-58.4054,0.6527447917729327
066  -  BILLINGHURST,113  -  GUATEMALA,1193,-34.5947,-58.4139,-34.5857,-58.4251,1.4326997651932454
144  -  PUEYRREDON,187  -  JOSE MARIA MORENO,1598,-34.6021,-58.4061,-34.6202,-58.4356,3.3673756003795967
114  -  DELLA PAOLERA,116  -  HOSPITAL ALEMAN,922,-34.5949,-58.3724,-34.5921,-58.4028,2.800050371801547
225  -  HOSPITAL TORNU,255  -  BARRANCAS DE BELGRANO,1511,-34.5876,-58.474,-34.5599,-58.4482,3.8816135997018146
031  -  PADILLA,285  -  ESPINOSA,631,-34.6031,-58.4397,-34.604,-58.4572,1.604805208358813
178  -  JOSE MARMOL,082  -  HOSPITAL ITALIANO,686,-34.6234,-58.4249,-34.6074,-58.4262,1.7830918350988123
364  -  CERRETTI Y MANUELA PEDRAZA,109  -  ESTACION PUEYRREDON,654,-34.5691,-58.5003,-34.5811,-58.5015,1.3388546198990723
014  -  PACIFICO,005  -  PLAZA ITALIA,1740,-34.5782,-58.4266,-34.5808,-58.4204,0.6370024493062493
079  -  AZUCENA VILLAFLOR,079  -  AZUCENA VILLAFLOR,3127,-34.612,-58.3639,-34.612,-58.3639,0.0
001  -  FACULTAD DE DERECHO,181  -  BILLINGHURST Y MANSILLA,830,-34.5842,-58.3905,-34.5926,-58.412,2.178531315784659
144  -  PUEYRREDON,012  -  PLAZA VICENTE LOPEZ,1309,-34.6021,-58.4061,-34.5928,-58.3888,1.891253546986476
197  -  PLAZA CIUDAD DE UDINE,268  -  PLAZA ARISTOBULO DEL VALLE,698,-34.621,-58.493,-34.6064,-58.4932,1.623549097857774
302  -  ESTACION VILLA LURO,268  -  PLAZA ARISTOBULO DEL VALLE,1102,-34.637,-58.5014,-34.6064,-58.4932,3.4843154862277967
009  -  PARQUE LAS HERAS,056  -  PLAZA PALERMO VIEJO,1103,-34.5855,-58.4077,-34.5887,-58.4262,1.7305185610747076
026  -  JUANA MANSO I,061  -  MINISTERIO DE ECONOMIA,448,-34.6009,-58.3638,-34.6088,-58.3707,1.0818789432551714
122  -  COSTA RICA,069  -  ECUADOR,788,-34.5916,-58.4204,-34.5958,-58.4046,1.5197955219324568
091  -  PASCO,223  -  GAINZA,1768,-34.6174,-58.3976,-34.6168,-58.4467,4.493623462938388
099  -  MALABIA,044  -  ECOPARQUE,1118,-34.5963,-58.4357,-34.5758,-58.4143,3.005651743966979
239  -  AVENIDA CRAMER,256  -  PLAZA NORUEGA,448,-34.558,-58.4673,-34.5622,-58.4594,0.8610733722284694
199  -  ESTADOS UNIDOS Y BOEDO,005  -  PLAZA ITALIA,1502,-34.6224,-58.4158,-34.5808,-58.4204,4.644829809047999
014  -  PACIFICO,024  -  ALSINA,1909,-34.5782,-58.4266,-34.6108,-58.3806,5.556023306652676
083  -  PARANA,061  -  MINISTERIO DE ECONOMIA,842,-34.6031,-58.3893,-34.6088,-58.3707,1.816473237447171
322  -  MARTI Y DIRECTORIO,221  -  CULPINA,903,-34.6365,-58.4701,-34.6316,-58.4663,0.6463271303235718
172  -  BRASIL,150  -  RODRIGO BUENO,609,-34.6254,-58.3711,-34.6192,-58.3556,1.576988690034535
168  -  ESTADOS UNIDOS,137  -  AZOPARDO Y CHILE,426,-34.6185,-58.3815,-34.6157,-58.3676,1.3095354146997025
122  -  COSTA RICA,200  -  AUSTRIA Y FRENCH,781,-34.5916,-58.4204,-34.5883,-58.4043,1.5187824285679048
244  -  UADE,150  -  RODRIGO BUENO,977,-34.6171,-58.3815,-34.6192,-58.3556,2.3815476352058482
130  -  RETIRO II,334  -  CENTRO DE EXPOSICIONES,524,-34.5927,-58.375,-34.5841,-58.3907,1.7262696477738944
272  -  PLAZA BRUNO GIORDANO,313  -  DE LOS INCAS,2155,-34.6159,-58.4407,-34.5816,-58.4747,4.922514550310844
183  -  VIRREY CEVALLOS,016  -  LEGISLATURA,482,-34.6156,-58.3897,-34.6099,-58.375,1.4870947546589903
289  -  MONTANESES,242  -  PLAZOLETA RAFAEL DEL RIEGO,1199,-34.5514,-58.4541,-34.5674,-58.4464,1.9137529100637127
280  -  JURAMENTO,055  -  HABANA,485,-34.579,-58.4841,-34.5865,-58.4949,1.2934635406282295
094  -  GUZMAN,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,1177,-34.5917,-58.4497,-34.597,-58.4076,3.898418530388039
147  -  CONSTITUCION,333  -  PARQUE DE LA ESTACION,1165,-34.6261,-58.3793,-34.608,-58.4118,3.591065899388991
014  -  PACIFICO,121  -  YATAY,1094,-34.5782,-58.4266,-34.6008,-58.4283,2.517819074999726
172  -  BRASIL,003  -  ADUANA,581,-34.6254,-58.3711,-34.6112,-58.3696,1.5849229764833097
147  -  CONSTITUCION,093  -  CARLOS CALVO,892,-34.6261,-58.3793,-34.6207,-58.3944,1.506524673494604
054  -  ACUNA DE FIGUEROA,012  -  PLAZA VICENTE LOPEZ,1789,-34.5982,-58.4219,-34.5928,-58.3888,3.088687639694497
322  -  MARTI Y DIRECTORIO,360  -  PLAZA RAMON FALCON,351,-34.6365,-58.4701,-34.6354,-58.4827,1.1592317610517566
014  -  PACIFICO,391  -  PLAZA REPUBLICA DE ECUADOR,400,-34.5782,-58.4266,-34.56553,-58.41986,1.5380689400465992
052  -  CAMPANA II,192  -  HOSPITAL SIRIO,357,-34.583,-58.5131,-34.5904,-58.5071,0.9893208062193564
150  -  RODRIGO BUENO,128  -  PARQUE DEL BAJO,566,-34.6192,-58.3556,-34.6052,-58.368,1.9264340948806362
065  -  JULIAN ALVAREZ,155  -  PARQUE JOSE EVARISTO URIBURU,2267,-34.5873,-58.416,-34.6381,-58.4112,5.665756393112086
183  -  VIRREY CEVALLOS,341  -  COMUNA 4,1931,-34.6156,-58.3897,-34.6499,-58.4247,4.98004108220395
229  -  RIGLOS,266  -  PLAZA SABATTINI,967,-34.631,-58.4352,-34.6124,-58.4433,2.1970244955548526
126  -  MINISTERIO DE JUSTICIA Y SEGURIDAD,179  -  CASA SAN,285,-34.6401,-58.3693,-34.6385,-58.3643,0.4908069317633299
130  -  RETIRO II,035  -  INGENIERO BUTTY,276,-34.5927,-58.375,-34.5962,-58.3718,0.48709311543324285
295  -  SUPERI,257  -  PLAZA FRANCISCO RAMIREZ,254,-34.5554,-58.4767,-34.5531,-58.4689,0.7587190394181036
083  -  PARANA,025  -  PLAZA GUEMES,872,-34.6031,-58.3893,-34.5898,-58.4166,2.903671918796762
167  -  HIPOLITO YRIGOYEN,178  -  JOSE MARMOL,1353,-34.615,-58.4273,-34.6234,-58.4249,0.9595091558055481
340  -  PLAZA NUEVA POMPEYA,229  -  RIGLOS,1246,-34.6517,-58.4146,-34.631,-58.4352,2.974812838545841
187  -  JOSE MARIA MORENO,222  -  SIMON BOLIVAR,602,-34.6202,-58.4356,-34.6334,-58.4493,1.930210458721831
008  -  CONGRESO,093  -  CARLOS CALVO,426,-34.6101,-58.3891,-34.6207,-58.3944,1.2745549293999736
100  -  PLAZA GURRUCHAGA,099  -  MALABIA,1846,-34.5931,-58.4351,-34.5963,-58.4357,0.36003726265074965
100  -  PLAZA GURRUCHAGA,094  -  GUZMAN,629,-34.5931,-58.4351,-34.5917,-58.4497,1.3454757523270933
387  -  LUNA,021  -  PARQUE PATRICIOS,1480,-34.63847,-58.3997,-34.6403,-58.4065,0.6545335332929475
259  -  PLAZA CASTELLI,099  -  MALABIA,2238,-34.5679,-58.4642,-34.5963,-58.4357,4.096352242531879
354  -  JOSE MARTI,352  -  SAN JOSE DE FLORES,1004,-34.6438,-58.463,-34.6289,-58.4627,1.6570317306396265
199  -  ESTADOS UNIDOS Y BOEDO,167  -  HIPOLITO YRIGOYEN,460,-34.6224,-58.4158,-34.615,-58.4273,1.3358490908928151
191  -  RIVADAVIA Y 9 DE JULIO,080  -  VALLE,1520,-34.6084,-58.3808,-34.6244,-58.4342,5.200453969551107
219  -  PARQUE CHACABUCO II,178  -  JOSE MARMOL,1343,-34.6363,-58.4439,-34.6234,-58.4249,2.253806103999558
269  -  PLAZA DE LA MISERICORDIA,086  -  SAAVEDRA,1490,-34.6328,-58.4551,-34.6213,-58.4018,5.041743782686977
270  -  PLAZA DEL ANGEL GRIS,282  -  TRONADOR,1215,-34.6218,-58.4577,-34.5841,-58.4663,4.265305044633021
168  -  ESTADOS UNIDOS,151  -  AIME PAINE,865,-34.6185,-58.3815,-34.612,-58.3615,1.9677790599418876
130  -  RETIRO II,016  -  LEGISLATURA,747,-34.5927,-58.375,-34.6099,-58.375,1.9125527382866592
045  -  URUGUAY,082  -  HOSPITAL ITALIANO,1484,-34.6022,-58.3866,-34.6074,-58.4262,3.6701560097182324
012  -  PLAZA VICENTE LOPEZ,008  -  CONGRESO,767,-34.5928,-58.3888,-34.6101,-58.3891,1.9238681865489178
266  -  PLAZA SABATTINI,347  -  CARABOBO,680,-34.6124,-58.4433,-34.626,-58.4553,1.868877397558951
270  -  PLAZA DEL ANGEL GRIS,215  -  HOSPITAL ALVAREZ,754,-34.6218,-58.4577,-34.6231,-58.4684,0.9897045306168474
029  -  PARQUE CENTENARIO,054  -  ACUNA DE FIGUEROA,763,-34.608,-58.4333,-34.5982,-58.4219,1.5086831450622953
215  -  HOSPITAL ALVAREZ,282  -  TRONADOR,1771,-34.6231,-58.4684,-34.5841,-58.4663,4.340859316366491
346  -  PLAZA ZAPIOLA,282  -  TRONADOR,670,-34.5737,-58.4743,-34.5841,-58.4663,1.3688517852329454
192  -  HOSPITAL SIRIO,192  -  HOSPITAL SIRIO,140,-34.5904,-58.5071,-34.5904,-58.5071,0.0
156  -  PLAZA ALEMANIA,050  -  HOSPITAL RIVADAVIA,489,-34.5778,-58.4073,-34.5836,-58.4012,0.853115715406258
266  -  PLAZA SABATTINI,094  -  GUZMAN,2114,-34.6124,-58.4433,-34.5917,-58.4497,2.375101820459707
025  -  PLAZA GUEMES,167  -  HIPOLITO YRIGOYEN,1368,-34.5898,-58.4166,-34.615,-58.4273,2.9683185481533907
094  -  GUZMAN,121  -  YATAY,1620,-34.5917,-58.4497,-34.6008,-58.4283,2.2047192376195452
391  -  PLAZA REPUBLICA DE ECUADOR,260  -  SAN MIGUEL DE GARICOITS,1383,-34.56553,-58.41986,-34.5772,-58.4576,3.6911000839821453
075  -  PLAZA PRIMERO DE MAYO,118  -  MEXICO,433,-34.6123,-58.3989,-34.6168,-58.4027,0.6093486438620118
234  -  AVENIDA TRIUNVIRATO,281  -  VILLA URQUIZA,337,-34.5656,-58.4952,-34.5736,-58.4873,1.1465327256069893
325  -  MEDRANO,005  -  PLAZA ITALIA,1294,-34.6094,-58.4215,-34.5808,-58.4204,3.181768432304725
375  -  CIUDAD UNIVERSITARIA I,346  -  PLAZA ZAPIOLA,1510,-34.5446,-58.4396,-34.5737,-58.4743,4.535127892161169
147  -  CONSTITUCION,033  -  FACULTAD DE MEDICINA,1517,-34.6261,-58.3793,-34.5972,-58.3988,3.675791150068499
171  -  PASTEUR,008  -  CONGRESO,600,-34.603,-58.3996,-34.6101,-58.3891,1.2436867384392956
191  -  RIVADAVIA Y 9 DE JULIO,169  -  FACULTAD DE PSICOLOGIA,1168,-34.6084,-58.3808,-34.6118,-58.4117,2.853049214989309
161  -  HUMAHUACA,167  -  HIPOLITO YRIGOYEN,1035,-34.6021,-58.4195,-34.615,-58.4273,1.6022253880729769
066  -  BILLINGHURST,167  -  HIPOLITO YRIGOYEN,1137,-34.5947,-58.4139,-34.615,-58.4273,2.5689091520997795
066  -  BILLINGHURST,256  -  PLAZA NORUEGA,1588,-34.5947,-58.4139,-34.5622,-58.4594,5.514733418547831
383  -  BOEDO Y VENEZUELA,181  -  BILLINGHURST Y MANSILLA,926,-34.6171,-58.4169,-34.5926,-58.412,2.7609414985612197
071  -  CERRITO,018  -  INDEPENDENCIA,609,-34.6026,-58.3838,-34.6176,-58.3803,1.6984019937672235
258  -  PLAZA J.J. PASO,256  -  PLAZA NORUEGA,1081,-34.5691,-58.4538,-34.5622,-58.4594,0.9228217542552074
334  -  CENTRO DE EXPOSICIONES,156  -  PLAZA ALEMANIA,3253,-34.5841,-58.3907,-34.5778,-58.4073,1.673408925627903
349  -  PLAZA SAENZ PENA,328  -  SARMIENTO II,2460,-34.6096,-58.4674,-34.6058,-58.3958,6.566448162888129
178  -  JOSE MARMOL,054  -  ACUNA DE FIGUEROA,885,-34.6234,-58.4249,-34.5982,-58.4219,2.815530187797064
150  -  RODRIGO BUENO,147  -  CONSTITUCION,636,-34.6192,-58.3556,-34.6261,-58.3793,2.3003578121632944
059  -  CORONEL DIAZ,069  -  ECUADOR,336,-34.5902,-58.4116,-34.5958,-58.4046,0.8934823139702323
001  -  FACULTAD DE DERECHO,089  -  CABELLO,577,-34.5842,-58.3905,-34.5825,-58.4054,1.377085092830986
261  -  QUINTEROS LIDORO,261  -  QUINTEROS LIDORO,63,-34.5523,-58.4509,-34.5523,-58.4509,0.0
103  -  MALBA,001  -  FACULTAD DE DERECHO,705,-34.5771,-58.403,-34.5842,-58.3905,1.390279263153154
118  -  MEXICO,178  -  JOSE MARMOL,774,-34.6168,-58.4027,-34.6234,-58.4249,2.1599419396674238
199  -  ESTADOS UNIDOS Y BOEDO,120  -  HOSPITAL RAMOS MEJIA,509,-34.6224,-58.4158,-34.6175,-58.4092,0.8133971506834151
084  -  TEATRO PICADERO,172  -  BRASIL,1084,-34.6042,-58.3937,-34.6254,-58.3711,3.1359805402480947
178  -  JOSE MARMOL,276  -  PRIMERA JUNTA,1030,-34.6234,-58.4249,-34.6204,-58.4412,1.5283710710061338
076  -  AYACUCHO,093  -  CARLOS CALVO,511,-34.607,-58.395,-34.6207,-58.3944,1.5243597189764857
187  -  JOSE MARIA MORENO,167  -  HIPOLITO YRIGOYEN,452,-34.6202,-58.4356,-34.615,-58.4273,0.9545737948358224
272  -  PLAZA BRUNO GIORDANO,029  -  PARQUE CENTENARIO,523,-34.6159,-58.4407,-34.608,-58.4333,1.109177897954673
092  -  SALCEDO,041  -  PARQUE PATRICIOS II,6665,-34.6318,-58.4049,-34.6374,-58.4057,0.6269784173443811
331  -  CALIFORNIA,128  -  PARQUE DEL BAJO,1674,-34.647,-58.3743,-34.6052,-58.368,4.683557752751037
100  -  PLAZA GURRUCHAGA,044  -  ECOPARQUE,891,-34.5931,-58.4351,-34.5758,-58.4143,2.7067149478500885
169  -  FACULTAD DE PSICOLOGIA,340  -  PLAZA NUEVA POMPEYA,1558,-34.6118,-58.4117,-34.6517,-58.4146,4.444604440277335
160  -  GODOY CRUZ Y LIBERTADOR,089  -  CABELLO,638,-34.5728,-58.4207,-34.5825,-58.4054,1.7679078691997934
396  -  PLAZA ALBERTI,248  -  HUSARES,561,-34.55571,-58.45789,-34.5524,-58.443,1.412412191858924
156  -  PLAZA ALEMANIA,223  -  GAINZA,3002,-34.5778,-58.4073,-34.6168,-58.4467,5.640197771246525
391  -  PLAZA REPUBLICA DE ECUADOR,200  -  AUSTRIA Y FRENCH,1409,-34.56553,-58.41986,-34.5883,-58.4043,2.9051661343874042
200  -  AUSTRIA Y FRENCH,071  -  CERRITO,3284,-34.5883,-58.4043,-34.6026,-58.3838,2.4595529619187952
187  -  JOSE MARIA MORENO,074  -  INSTITUTO LELOIR,521,-34.6202,-58.4356,-34.6046,-58.4348,1.7361851530588515
348  -  VILLA DEL PARQUE,062  -  PARQUE ONEGA,897,-34.6007,-58.494,-34.5932,-58.5138,1.9950042458575967
045  -  URUGUAY,117  -  HUMBERTO 1°,1044,-34.6022,-58.3866,-34.6199,-58.3742,2.2718701789632094
018  -  INDEPENDENCIA,365  -  VENANCIO FLORES,4300,-34.6176,-58.3803,-34.6294,-58.472,8.492765103746713
391  -  PLAZA REPUBLICA DE ECUADOR,044  -  ECOPARQUE,696,-34.56553,-58.41986,-34.5758,-58.4143,1.2503043064319088
374  -  PUAN,270  -  PLAZA DEL ANGEL GRIS,349,-34.6221,-58.4484,-34.6218,-58.4577,0.851644413071685
