ID,NUMERO,NOMBRE,DIRECCION,BARRIO,COMUNA,EMPLAZAMIENTO,ANCLAJES,QUEDA ABIERTA,Latitud,Longitud
427,397,PARQUE SANTOJANNI,6373 Acasusso,LINIERS,COMUNA 9,CALZADA,16.0,1,-34.6484,-58.5136
504,397,PLAZA MATHEU,"Hernandarias & Araoz De Lamadrid, Gregorio, Gral.",BOCA,COMUNA 4,PLAZA ABIERTA,24.0,3,-34.6136,-58.4233
305,398,ROJAS,731 Rojas,CABALLITO,COMUNA 6,CALZADA,16.0,0,-34.6125,-58.4449
268,399,GARCIA DEL RIO,Garcia Del Rio & Pinto,SAAVEDRA,COMUNA 12,PLAZA ABIERTA,28.0,1,-34.55024,-58.4771
285,400,RESERVA ECOLOGICA,"Achaval Rodriguez, T., Dr. Av. 1520",PUERTO MADERO,COMUNA 1,VEREDA,19.0,0,-34.6173,-58.3567
468,84,TEATRO PICADERO,Riobamba 403,BALVANERA,COMUNA 3,VEREDA,8.0,1,-34.6042,-58.3937
467,328,SARMIENTO II,Sarmiento 2037,BALVANERA,COMUNA 3,VEREDA,12.0,1,-34.6058,-58.3958
466,333,PARQUE DE LA ESTACION,Dr. Tomas Manuel de Anchorena 170,ALMAGRO,COMUNA 5,VEREDA,16.0,1,-34.608,-58.4118
465,192,HOSPITAL SIRIO,Gabriela Mistral 3325 y Campana,VILLA DEVOTO,COMUNA 11,VEREDA,12.0,1,-34.5904,-58.5071
476,279,PLAZA MONTE CASTRO,Gualeguaychu 1900 y Miranda,MONTE CASTRO,COMUNA 10,VEREDA,12.0,1,-34.6181,-58.4985
473,216,EMILIO LAMARCA,Emilio Lamarca 2066 Y Avenida Alvarez Jonte,VILLA DEL PARQUE,COMUNA 11,VEREDA,12.0,1,-34.6133,-58.4933
474,224,BAIGORRIA,Baigorria 4186 y Mercedes,MONTE CASTRO,COMUNA 10,VEREDA,12.0,1,-34.6106,-58.5029
469,62,PARQUE ONEGA,Avenida General Mosconi 3780 y Joaquin V. Gonzalez,VILLA DEVOTO,COMUNA 11,VEREDA,12.0,1,-34.5932,-58.5138
471,173,EL LIBERTADOR,Avenida San Martin 6220 y Nueva York,VILLA DEVOTO,COMUNA 11,VEREDA,12.0,1,-34.5944,-58.5032
475,238,PLAZA LAS TOSCANERAS,Coronel Ramon Lista 5500 y Moliere,VILLA REAL,COMUNA 10,VEREDA,12.0,1,-34.639,-58.5043
479,347,CARABOBO,Pumahuaca 9 y Avenida Rivadavia,FLORES,COMUNA 7,VEREDA,12.0,1,-34.626,-58.4553
381,274,GAVILAN,Gavilan 1200 y Avenida Gaona,VILLA GENERAL MITRE,COMUNA 11,VEREDA,12.0,1,-34.615,-58.4666
478,15,AMENABAR,Teodoro Garcia 2613 y Amenabar,COLEGIALES,COMUNA 13,VEREDA,12.0,1,-34.5719,-58.4475
472,310,FREIRE II,Capitan General Ramon Freire 100 y Concepcion Arenal,COLEGIALES,COMUNA 13,VEREDA,12.0,1,-34.5799,-58.4443
477,311,SECRETARIA DE INNOVACION,Avenida Caseros 2309 y Pichincha,PARQUE PATRICIOS,COMUNA 4,VEREDA,12.0,1,-34.6346,-58.3951
481,369,PLAZA LARRAZABAL,Avenida Larrazabal 380 y Garcia de Cossio,LINIERS,COMUNA 9,VEREDA,12.0,1,-34.6428,-58.5126
483,175,PLAZA MACKENNA,Cramer 4500 (y Arias),SAAVEDRA,COMUNA 12,VEREDA,12.0,1,-34.5436,-58.4771
486,220,PLAZA FELIX LIMA,Ramallo 2200 (y Cuba),NUÑEZ,COMUNA 13,VEREDA,12.0,1,-34.5418,-58.4704
485,230,PASEO DE LA COSTANERA II,Avenida Costanera Rafael Obligado 5100,PALERMO,COMUNA 14,VEREDA,12.0,1,-34.5519,-58.4266
488,234,AVENIDA TRIUNVIRATO,Avenida Triunvirato 5752,VILLA URQUIZA,COMUNA 12,VEREDA,12.0,1,-34.5656,-58.4952
487,239,AVENIDA CRAMER,Avenida Cramer 2900 (y Avenida Congreso),BELGRANO,COMUNA 13,VEREDA,12.0,1,-34.558,-58.4673
489,288,SECRETARIA DE DEPORTES,Avenida Libertador 7100 (y Tte Gral. Pablo Ricchieri),NUÑEZ,COMUNA 13,VEREDA,12.0,1,-34.5472,-58.4564
484,295,SUPERI,Nuñez 3486 (y Superi),SAAVEDRA,COMUNA 12,VEREDA,12.0,1,-34.5554,-58.4767
482,376,PASEO DE LA COSTANERA,Avenida Costanera Rafael Obligado 6200 (y Int. Cantilo),PALERMO,COMUNA 14,VEREDA,12.0,1,-34.5503,-58.4297
493,208,NICASIO OROÑO,Nicasio Oroño 2598,PATERNAL,COMUNA 15,VEREDA,8.0,1,-34.5964,-58.4594
490,245,COSTANERA NORTE,Avenida Costanera Rafael Obligado 1700 (Punta Carrasco),PALERMO,COMUNA 14,VEREDA,16.0,1,-34.5645,-58.4022
492,325,MEDRANO,Bartolome Mitre 3905,ALMAGRO,COMUNA 5,VEREDA,16.0,1,-34.6094,-58.4215
497,307,CERETTI,2892 Ceretti,VILLA URQUIZA,COMUNA 12,VEREDA,12.0,1,-34.5743,-58.4961
496,52,CAMPANA II,Cochrane 3298 (y Campana),VILLA PUEYRREDON,COMUNA 12,VEREDA,12.0,1,-34.583,-58.5131
494,314,ALLENDE,Allende 2794,VILLA DEVOTO,COMUNA 11,VEREDA,12.0,1,-34.6147,-58.5116
491,266,PLAZA SABATTINI,Colpayo 699,CABALLITO,COMUNA 6,PLAZA ABIERTA,8.0,1,-34.6124,-58.4433
498,55,HABANA,Gral. José Gervasio Artigas 4298 (y Habana),VILLA PUEYRREDON,COMUNA 12,CALZADA,12.0,1,-34.5865,-58.4949
41,41,PARQUE PATRICIOS II,Avenida Caseros 3015,PARQUE PATRICIOS,COMUNA 4,VEREDA,20.0,1,-34.6374,-58.4057
80,80,VALLE,Valle 486,CABALLITO,COMUNA 6,VEREDA,12.0,1,-34.6244,-58.4342
