ID,NUMERO,NOMBRE,DIRECCION,BARRIO,COMUNA,EMPLAZAMIENTO,ANCLAJES,QUEDA ABIERTA,Latitud,Longitud
299,221,CULPINA,121 Culpina,FLORES,COMUNA 7,CALZADA,20.0,1,-34.6316,-58.4663
280,222,SIMON BOLIVAR,"1701 Fernandez Moreno, Baldomero",PARQUE CHACABUCO,COMUNA 7,CALZADA,24.0,1,-34.6334,-58.4493
273,223,GAINZA,"494 Gainza, Martin De, Gral.",CABALLITO,COMUNA 6,CALZADA,16.0,1,-34.6168,-58.4467
290,224,FERROCARRIL OESTE,"280 Garcia Lorca, Federico",CABALLITO,COMUNA 6,CALZADA,20.0,0,-34.6192,-58.4453
428,225,HOSPITAL TORNU,1052 Avalos,PARQUE CHAS,COMUNA 15,CALZADA,20.0,1,-34.5876,-58.4740
345,226,PARQUE LA PATERNAL,"Zabala, Joaquin, Dr. y Chorroarin Av.",PATERNAL,COMUNA 15,PLAZA ABIERTA,20.0,0,-34.5951,-58.4771
435,227,CLUB CIUDAD DE BUENOS AIRES,Miguel Sanchez y Av. Libertador,NUÑEZ,COMUNA 13,VEREDA,16.0,1,-34.5447,-58.4597
283,228,BALDOMERO,"2289 Fernandez Moreno, Baldomero",FLORES,COMUNA 7,CALZADA,20.0,0,-34.6355,-58.4562
284,229,RIGLOS,1037 Riglos,PARQUE CHACABUCO,COMUNA 7,CALZADA,20.0,1,-34.6310,-58.4352
347,230,PARQUE LAS HERAS II,3120 Pacheco de Melo,PALERMO,COMUNA 14,VEREDA,20.0,0,-34.5837,-58.4064
348,231,MAGARIÑOS CERVANTES,2465 Magariños Cervantes,VILLA GENERAL MITRE,COMUNA 11,VEREDA,12.0,1,-34.6104,-58.4745
349,232,SUCRE Y MARTINEZ,3517 Sucre,BELGRANO,COMUNA 13,CALZADA,20.0,1,-34.5705,-58.4662
278,233,MONROE,2519 Superi,COGHLAN,COMUNA 12,CALZADA,16.0,1,-34.5641,-58.4698
350,234,VALDENEGRO,2831 Valdenegro,VILLA URQUIZA,COMUNA 12,CALZADA,20.0,0,-34.5685,-58.4846
351,235,COLEGIALES,2825 Zabala,COLEGIALES,COMUNA 13,CALZADA,16.0,0,-34.5719,-58.4522
352,236,GUEMES,4718 Guemes,PALERMO,COMUNA 14,CALZADA,28.0,0,-34.5808,-58.4248
353,237,MADERO OFFICE,"367 Sanchez De Thompson, Mariquita",PUERTO MADERO,COMUNA 1,CALZADA,28.0,1,-34.5991,-58.3645
303,238,RIVERA,"2583 Rivera, Pedro I., Dr.",BELGRANO,COMUNA 13,CALZADA,20.0,0,-34.5578,-58.4629
240,239,VIDAL,2799 Vidal,BELGRANO,COMUNA 13,CALZADA,24.0,0,-34.5582,-58.4654
323,240,ECHEVERRIA,1981 Vidal,BELGRANO,COMUNA 13,CALZADA,24.0,1,-34.5653,-58.4594
354,241,SANATORIO MENDEZ,512 Hidalgo,CABALLITO,COMUNA 6,CALZADA,20.0,0,-34.6134,-58.4402
355,242,PLAZOLETA RAFAEL DEL RIEGO,1327 O` Higgins,PALERMO,COMUNA 14,PLAZOLETA,16.0,1,-34.5674,-58.4464
229,243,PLAZOLETA CELEDONIO FLORES,6599 Cordoba,CHACARITA,COMUNA 15,PLAZOLETA,12.0,1,-34.5817,-58.4516
291,244,UADE,750 Lima,MONSERRAT,COMUNA 1,VEREDA,16.0,1,-34.6171,-58.3815
356,245,ARRIBEÑOS,3229 Arribeños,NUÑEZ,COMUNA 13,CALZADA,16.0,0,-34.5480,-58.4584
321,246,EDUARDO OLIVERA,"1631 Campos, Luis M. Av.",BELGRANO,COMUNA 13,CALZADA,16.0,0,-34.5618,-58.4447
434,247,PLAZA LUCIO DEMARE,3750 O`Higgins,NUÑEZ,COMUNA 13,PLAZA ABIERTA,16.0,1,-34.5457,-58.4651
245,248,HUSARES,2201 Husares,BELGRANO,COMUNA 13,CALZADA,16.0,1,-34.5524,-58.4430
358,249,BALBIN,2519 Conesa,BELGRANO,COMUNA 13,CALZADA,12.0,1,-34.5614,-58.4657
359,250,FLENI,2292 Montañeses,BELGRANO,COMUNA 13,CALZADA,20.0,1,-34.5556,-58.4505
308,251,SOLAR DE LA ABADIA,1819 Maure,PALERMO,COMUNA 14,CALZADA,20.0,1,-34.5675,-58.4370
232,252,TAMBORINI,"3821 Tamborini, Jose Pascual",COGHLAN,COMUNA 12,CALZADA,20.0,1,-34.5601,-58.4791
436,253,PLAZA COLEGIALES,3061 Matienzo,COLEGIALES,COMUNA 13,VEREDA,12.0,1,-34.5784,-58.4453
236,254,PLAZA RAFAEL HERNANDEZ,2004 Vuelta De Obligado,BELGRANO,COMUNA 13,PLAZA ABIERTA,16.0,1,-34.5625,-58.4552
289,255,BARRANCAS DE BELGRANO,"Sucre, Antonio Jose De, Mcal. & Vertiz Virrey Av.",BELGRANO,COMUNA 13,PLAZA ABIERTA,24.0,1,-34.5599,-58.4482
275,256,PLAZA NORUEGA,Amenabar & Mendoza,BELGRANO,COMUNA 13,PLAZA ABIERTA,20.0,1,-34.5622,-58.4594
416,257,PLAZA FRANCISCO RAMIREZ,"2700 Pedraza, Manuela",NUÑEZ,COMUNA 13,CALZADA,28.0,1,-34.5531,-58.4689
361,258,PLAZA J.J. PASO,1399 Moldes,COLEGIALES,COMUNA 13,CALZADA,20.0,1,-34.5691,-58.4538
230,259,PLAZA CASTELLI,3249 Echeverria,BELGRANO,COMUNA 13,PLAZA CERRADA,16.0,1,-34.5679,-58.4642
269,260,SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",COLEGIALES,COMUNA 13,PLAZA ABIERTA,18.0,1,-34.5772,-58.4576
187,261,QUINTEROS LIDORO,"1483 Quinteros, Lidoro J. Av.",BELGRANO,COMUNA 13,PLAZOLETA,16.0,1,-34.5523,-58.4509
362,262,HOLMBERG,2725 Holmberg,VILLA URQUIZA,COMUNA 12,CALZADA,16.0,1,-34.5667,-58.4791
383,263,PLAZA ECHEVERRIA,Nahuel Huapi & Triunvirato Av.,VILLA URQUIZA,COMUNA 12,PLAZA CERRADA,16.0,1,-34.5717,-58.4897
257,264,PLAZA MARCOS SASTRE,Miller & Monroe,VILLA URQUIZA,COMUNA 12,PLAZA ABIERTA,24.0,1,-34.5711,-58.4809
373,265,PLAZA EXODO JUJEÑO,2812 Liverpool,PARQUE CHAS,COMUNA 15,CALZADA,16.0,1,-34.5826,-58.4810
244,266,PLAZA ALFREDO NOBEL,3310 Hamburgo,PARQUE CHAS,COMUNA 15,PLAZA ABIERTA,20.0,0,-34.5874,-58.4843
384,267,PLAZA 25 DE AGOSTO,1436 Giribone EX 14 De Julio 1194,VILLA ORTUZAR,COMUNA 15,PLAZOLETA,15.0,1,-34.5797,-58.4618
385,268,PLAZA ARISTOBULO DEL VALLE,"Campana & Sastre, Marcos",VILLA DEL PARQUE,COMUNA 11,CALZADA,16.0,1,-34.6064,-58.4932
371,269,PLAZA DE LA MISERICORDIA,493 Lautaro,FLORES,COMUNA 7,CALZADA,11.0,1,-34.6328,-58.4551
263,270,PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,FLORES,COMUNA 7,PLAZA ABIERTA,12.0,1,-34.6218,-58.4577
298,271,PLAZOLETA 11 DE NOVIEMBRE,401 Varela,FLORES,COMUNA 7,CALZADA,16.0,0,-34.6344,-58.4635
261,272,PLAZA BRUNO GIORDANO,"Bruno, Giordano & Neuquen",CABALLITO,COMUNA 6,PLAZA ABIERTA,16.0,1,-34.6159,-58.4407
433,273,PLAZOLETA COLOMBIA,1619 Brandsen,BARRACAS,COMUNA 4,CALZADA,20.0,1,-34.6377,-58.3737
381,274,PLAZA NUESTRA SEÑORA DE LA ASUNCION,1300 Gavilan,VILLA GENERAL MITRE,COMUNA 11,CALZADA,16.0,0,-34.6150,-58.4666
167,275,PLAZA 24 DE SEPTIEMBRE,1355 San Martin Av.,CABALLITO,COMUNA 6,PLAZA ABIERTA,16.0,1,-34.6071,-58.4485
254,276,PRIMERA JUNTA,Rivadavia Av. & Barco Centenera Del,CABALLITO,COMUNA 6,PLAZOLETA,16.0,1,-34.6204,-58.4412
386,277,COGHLAN,2647 Estomba,COGHLAN,COMUNA 12,VEREDA,8.0,1,-34.5658,-58.4755
387,278,DONATO ALVAREZ,"1540 Garcia, Juan Agustin",PATERNAL,COMUNA 15,CALZADA,16.0,1,-34.6021,-58.4655
388,279,ANDONAEGUI,1902 Andonaegui,VILLA URQUIZA,COMUNA 12,CALZADA,20.0,0,-34.5810,-58.4851
324,280,JURAMENTO,5209 Juramento,VILLA URQUIZA,COMUNA 12,CALZADA,16.0,1,-34.5790,-58.4841
235,281,VILLA URQUIZA,Triunvirato Av. & Roosevelt Franklin D. Av.,VILLA URQUIZA,COMUNA 12,VEREDA,24.0,1,-34.5736,-58.4873
247,282,TRONADOR,Triunvirato Av. & Tronador,VILLA ORTUZAR,COMUNA 15,PLAZOLETA,18.0,1,-34.5841,-58.4663
264,283,CNEL. JUAN CRUZ CZETZ,"Balbin, Ricardo, Dr. Av. & Larralde, Crisologo Av.",SAAVEDRA,COMUNA 12,PLAZOLETA,16.0,0,-34.5561,-58.4810
286,284,BONIFACIO Y CARABOBO,"1913 Bonifacio, Jose",FLORES,COMUNA 7,CALZADA,16.0,0,-34.6305,-58.4552
318,285,ESPINOSA,1785 Espinosa,VILLA CRESPO,COMUNA 15,CALZADA,20.0,1,-34.6040,-58.4572
389,286,OEA,741 Del Barco Centenera,CABALLITO,COMUNA 6,VEREDA,20.0,0,-34.6281,-58.4401
367,287,BELAUSTEGUI,"2890 Belaustegui, Luis, Dr.",VILLA SANTA RITA,COMUNA 11,CALZADA,16.0,1,-34.6164,-58.4772
390,288,11 DE SEPTIEMBRE,3314 11 De Septiembre De 1888,NUÑEZ,COMUNA 13,CALZADA,20.0,0,-34.5478,-58.4599
322,289,MONTAÑESES,2786 Montañeses,BELGRANO,COMUNA 13,CALZADA,19.0,1,-34.5514,-58.4541
259,290,CLUB EXCURSIONISTAS,1818 Miñones,BELGRANO,COMUNA 13,CALZADA,16.0,1,-34.5581,-58.4433
313,291,UNIVERSIDAD DE BELGRANO,1920 Zabala,PALERMO,COMUNA 14,CALZADA,20.0,0,-34.5649,-58.4448
277,292,PLAZA BOLIVIA,Olleros Av. & Del Libertador Av.,PALERMO,COMUNA 14,VEREDA,12.0,1,-34.5635,-58.4367
296,293,PEDERNERA,318 Pedernera,FLORES,COMUNA 7,CALZADA,16.0,0,-34.6330,-58.4625
293,294,BONIFACIO,"381 Bonifacio, Jose",CABALLITO,COMUNA 6,CALZADA,16.0,0,-34.6264,-58.4323
391,295,LARRALDE,3607 Vidal,SAAVEDRA,COMUNA 12,CALZADA,20.0,0,-34.5508,-58.4720
276,296,FREIRE,"2899 Freire, Ramon, Cap. Gral.",COGHLAN,COMUNA 12,CALZADA,16.0,0,-34.5595,-58.4700
392,297,TRONADOR Y GARCIA DEL RIO,Tronador y Garcia del Rio,SAAVEDRA,COMUNA 12,VEREDA,16.0,1,-34.5546,-58.4854
509,298,IRALA,655 Irala,BOCA,COMUNA 4,CALZADA,19.0,3,-34.6349,-58.3672
309,298,PLAZA DR. JUAN B. TERAN,5539 Nogoya,VILLA REAL,COMUNA 10,VEREDA,16.0,1,-34.6216,-58.5198
287,299,HIDALGO,796 Hidalgo,CABALLITO,COMUNA 6,CALZADA,20.0,0,-34.6104,-58.4411
393,300,JOSE ARTIGAS,Avenida del Campo y 14 de Julio,PATERNAL,COMUNA 15,CALZADA,6.0,1,-34.5903,-58.4670
375,301,ARREGUI Y TERRADA,2792 Arregui,VILLA DEL PARQUE,COMUNA 11,CALZADA,16.0,1,-34.6049,-58.4848
237,302,ESTACION VILLA LURO,90 Virgilio,VILLA LURO,COMUNA 10,VEREDA,16.0,1,-34.6370,-58.5014
502,302,PLAZA JOSE MARTI,"1801 Acosta, Mariano",FLORES,COMUNA 7,PLAZA ABIERTA,,3,-34.6496,-58.4627
395,303,HUAURA,1405 Huaura (Esq Fitz Roy),VILLA CRESPO,COMUNA 15,CALZADA,16.0,1,-34.5973,-58.4531
369,304,NAVARRO,2625 Navarro,AGRONOMIA,COMUNA 15,CALZADA,16.0,1,-34.5923,-58.4920
370,305,PLAZA MARTIN RODRIGUEZ,3016 Pareja,VILLA PUEYRREDON,COMUNA 12,CALZADA,20.0,1,-34.5910,-58.5003
396,306,TRES ARROYOS Y OLAYA,421 Tres Arroyos,VILLA CRESPO,COMUNA 15,CALZADA,20.0,0,-34.6024,-58.4488
249,307,LEONARDO PEREYRA,Luzuriaga 1400,BARRACAS,COMUNA 4,PLAZA CERRADA,16.0,0,-34.6506,-58.3873
397,308,ARTIGAS Y MELINCUE,Artigas & Melincue,VILLA DEL PARQUE,COMUNA 11,CALZADA,12.0,0,-34.5980,-58.4858
518,309,HOMERO MANZI,2292 Barco Centenera Del,NUEVA POMPEYA,COMUNA 4,CALZADA,20.0,3,-34.6449,-58.4316
301,309,UTN II,Saraza y Mozart,VILLA LUGANO,COMUNA 8,CALZADA,20.0,1,-34.6605,-58.4676
398,310,GREGORIA PEREZ,3272 Gregoria Perez,COLEGIALES,COMUNA 13,CALZADA,16.0,0,-34.5764,-58.4546
312,311,CONCORDIA,3396 Bogota,FLORESTA,COMUNA 10,CALZADA,20.0,0,-34.6290,-58.4770
399,312,PARQUE CHACABUCO I,"Peron, Eva & Achaval",PARQUE CHACABUCO,COMUNA 7,PLAZA ABIERTA,20.0,0,-34.6341,-58.4465
400,313,DE LOS INCAS,Avenida de los Incas 4138,VILLA ORTUZAR,COMUNA 15,CALZADA,16.0,1,-34.5816,-58.4747
401,314,RAMON FALCON,"3792 Falcon, Ramon L.,Cnel.",FLORESTA,COMUNA 10,CALZADA,17.0,0,-34.6347,-58.4795
267,315,BEIRO Y SAN MARTIN,3209 Av. Francisco Beiro,DEVOTO,COMUNA 11,VEREDA,16.0,1,-34.5976,-58.4985
403,316,BUENOS AIRES,Luna & Suarez EX Lafayette 678,BARRACAS,COMUNA 4,CALZADA,20.0,1,-34.6459,-58.3968
404,317,CERO MAS INFINITO,Ciudad Universitaria - Pabellón Infinito,BELGRANO,COMUNA 13,VEREDA,19.0,0,-34.5442,-58.4423
405,318,PLAZA Y CARBAJAL,1602 Plaza,VILLA ORTUZAR,COMUNA 15,CALZADA,20.0,0,-34.5768,-58.4690
380,319,CERVANTES Y TRELLES,"1683 Magariños Cervantes, A.",VILLA GENERAL MITRE,COMUNA 11,CALZADA,20.0,0,-34.6060,-58.4647
297,320,QUIRNO,781 Quirno,FLORES,COMUNA 7,CALZADA,16.0,0,-34.6409,-58.4663
300,321,PERITO MORENO,Avenida Perito Moreno 1800,FLORES,COMUNA 7,PLAZA ABIERTA,19.0,0,-34.6487,-58.4320
372,322,MARTI Y DIRECTORIO,"404 Marti, Jose",FLORES,COMUNA 7,CALZADA,12.0,1,-34.6365,-58.4701
148,323,PARQUE AVELLANEDA II,Av. Directorio y Av. Olivera,PARQUE AVELLANEDA,COMUNA 9,VEREDA,28.0,0,-34.6453,-58.4846
376,324,LAS VICTORIAS,"4083 Vallese, Felipe",FLORESTA,COMUNA 10,CALZADA,20.0,1,-34.6268,-58.4873
279,325,CASTELLI Y PERON,"Castelli & Peron, Juan Domingo, Tte. General",BALVANERA,COMUNA 3,VEREDA,20.0,0,-34.6076,-58.4048
406,326,EMMA DE LA BARRA,"301 De la Barra, Emma",PUERTO MADERO,COMUNA 1,CALZADA,16.0,0,-34.6010,-58.3646
377,327,ACUÑA DE FIGUEROA Y POTOSI,296 Acuna de Figueroa,ALMAGRO,COMUNA 5,CALZADA,16.0,3,-34.6074,-58.4230
459,327,PLAZA RICCHERI,Quevedo 3473,VILLA DEVOTO,COMUNA 11,VEREDA,16.0,1,-34.6107,-58.5191
417,328,CENTRO CULTURAL SAN MARTIN,1501 Sarmiento,SAN NICOLAS,COMUNA 1,CALZADA,20.0,0,-34.6053,-58.3881
319,329,PASO Y LAVALLE,486 Paso,BALVANERA,COMUNA 3,CALZADA,20.0,0,-34.6036,-58.4037
407,330,PARQUE AVELLANEDA,Remedios 3895,PARQUE AVELLANEDA,COMUNA 9,PLAZA ABIERTA,28.0,1,-34.6423,-58.4783
252,331,CALIFORNIA,California y Hornos,BARRACAS,COMUNA 4,VEREDA,16.0,1,-34.6470,-58.3743
513,331,PLAZA HERRERA,Herrera & Quinquela Martin,BARRACAS,COMUNA 4,VEREDA,16.0,3,-34.6437,-58.3762
282,332,PLAZOLETA PORTUGAL,"Aviles, Virrey & Cramer",COLEGIALES,COMUNA 13,PLAZA CERRADA,20.0,0,-34.5702,-58.4562
288,333,MIRO,1684 Miro,PARQUE CHACABUCO,COMUNA 7,CALZADA,20.0,3,-34.6403,-58.4429
43,334,CENTRO DE EXPOSICIONES,2133 Figueroa Alcorta,RECOLETA,COMUNA 2,PLAZOLETA,28.0,1,-34.5841,-58.3907
210,335,GENERAL URQUIZA,"Figueroa Alcorta, Pres. Av. & Sarmiento Av.",PALERMO,COMUNA 14,PLAZA ABIERTA,20.0,1,-34.5713,-58.4119
258,336,LA PAMPA,2520 La Pampa & Ciudad De La Paz,BELGRANO,COMUNA 13,CALZADA,16.0,1,-34.5656,-58.4555
408,337,UTN,2400 Mozart,VILLA LUGANO,COMUNA 8,CALZADA,14.0,0,-34.6599,-58.4685
246,338,SUCRE Y DRAGONES,"877 Sucre, Antonio Jose De, Mcal.",BELGRANO,COMUNA 13,CALZADA,16.0,0,-34.5544,-58.4390
409,339,AMANCIO ALCORTA,"Alcorta, Amancio Av. y Saenz Av.",NUEVA POMPEYA,COMUNA 4,PLAZA ABIERTA,24.0,0,-34.6565,-58.4161
302,340,PLAZA NUEVA POMPEYA,3800 Traful,NUEVA POMPEYA,COMUNA 4,PLAZA ABIERTA,16.0,1,-34.6517,-58.4146
307,341,COMUNA 4,Avenida Perito Moreno 2881,NUEVA POMPEYA,COMUNA 4,VEREDA,16.0,1,-34.6499,-58.4247
519,341,TILCARA,3318 Tilcara,NUEVA POMPEYA,COMUNA 4,CALZADA,16.0,3,-34.6544,-58.4199
325,342,SAENZ,884 Saenz,NUEVA POMPEYA,COMUNA 4,VEREDA,16.0,0,-34.6501,-58.4161
326,343,POMAR,"4152 Pomar, Gregorio Tte. Cnel.",NUEVA POMPEYA,COMUNA 4,CALZADA,20.0,0,-34.6412,-58.4200
234,344,UNIVERSIDAD DI TELLA,"1001 Saenz Valiente, Juan Pablo",BELGRANO,COMUNA 13,CALZADA,20.0,1,-34.5481,-58.4476
418,345,PLAZA MAFALDA,Conde & Cocepcion Arenal,COLEGIALES,COMUNA 13,VEREDA,20.0,1,-34.5809,-58.4446
248,346,PLAZA ZAPIOLA,2001 Donado,VILLA URQUIZA,COMUNA 12,PLAZA ABIERTA,20.0,1,-34.5737,-58.4743
272,347,PLAZA MALAVER,328 Heredia,VILLA ORTUZAR,COMUNA 15,PLAZA ABIERTA,20.0,0,-34.5881,-58.4667
241,348,VILLA DEL PARQUE,"Gutierrez, Ricardo & Lozano, Pedro",VILLA DEL PARQUE,COMUNA 11,PLAZOLETA,12.0,1,-34.6007,-58.4940
262,349,PLAZA SAENZ PEÑA,"Lamas, Andres & Escalada San Martin, Remedos",VILLA GENERAL MITRE,COMUNA 11,PLAZA ABIERTA,16.0,1,-34.6096,-58.4674
281,350,PLAZA IRLANDA,2200 Gaona Av.,CABALLITO,COMUNA 6,PLAZA ABIERTA,24.0,1,-34.6131,-58.4572
423,351,PLAZA DE LOS PERIODISTAS,2900 Neuquen,FLORES,COMUNA 7,CALZADA,6.0,0,-34.6212,-58.4738
449,352,SAN JOSE DE FLORES,Rivadavia & Fray Cayetano,FLORES,COMUNA 7,PLAZA ABIERTA,24.0,1,-34.6289,-58.4627
267,353,PLAZA VÉLEZ SARSFIELD,Chivilcoy & Avellaneda Av.,FLORESTA,COMUNA 10,PLAZA ABIERTA,12.0,0,-34.6295,-58.4837
363,354,JOSE MARTI,Av. Eva Perón 3321 Reubicada EX 3101 Primera Junta,FLORES,COMUNA 7,VEREDA,16.0,1,-34.6438,-58.4630
514,354,PLAZA TUPAC AMARU,3101 Primera Junta,FLORES,COMUNA 7,CALZADA,16.0,3,-34.6420,-58.4620
292,355,PLAZA RICARDO LLERAS,"Samperio, Manuel J. & Herrera",BARRACAS,COMUNA 4,PLAZOLETA,19.0,0,-34.6348,-58.3787
310,356,ESTACION LUGANO,Murguiondo 4181,VILLA LUGANO,COMUNA 8,PLAZOLETA,12.0,1,-34.6771,-58.4757
510,356,PLAZA SERGIO KARAKACHOFF,Brandsen & Herrera,BARRACAS,COMUNA 4,PLAZOLETA,16.0,3,-34.6381,-58.3777
195,357,PLAZA MARTIN FIERRO,La Rioja & Cochabamba,SAN CRISTOBAL,COMUNA 3,PLAZA CERRADA,20.0,0,-34.6259,-58.4069
516,358,PLAZA ALMIRANTE BROWN,Irala & California,BOCA,COMUNA 4,CALZADA,23.0,3,-34.6453,-58.3653
394,358,REGIMIENTO PATRICIOS,1702 Av. Regimiento de Patricios,BOCA,COMUNA 4,VEREDA,23.0,0,-34.6456,-58.3685
419,359,PLAZA BALCARCE,2324 Jaramillo,NUÑEZ,COMUNA 13,CALZADA,28.0,1,-34.5475,-58.4678
366,360,PLAZA RAMON FALCON,"3992 Falcon, Ramon L.,Cnel.",VELEZ SARFIELD,COMUNA 10,PLAZA,12.0,1,-34.6354,-58.4827
265,361,PLAZA DON SEGUNDO SOMBRA,2347 Santander,FLORES,COMUNA 7,VEREDA,16.0,1,-34.6419,-58.4507
431,362,PARQUE DE LA MEMORIA,7201 Av. Costanera,BELGRANO,COMUNA 13,VEREDA,20.0,1,-34.5429,-58.4351
294,363,UDAONDO,1185 Av. Udaondo,NUÑEZ,COMUNA 13,VEREDA,20.0,0,-34.5461,-58.4520
320,364,CARRANZA Y GORRITI,"1501 Carranza, Angel Justiniano",PALERMO,COMUNA 14,CALZADA,20.0,3,-34.5841,-58.4401
408,364,CERRETTI Y MANUELA PEDRAZA,Ceretti 3407,VILLA URQUIZA,COMUNA 12,CALZADA,16.0,1,-34.5691,-58.5003
271,365,VENANCIO FLORES,"Flores, Venancio, Gral.& Cuenca",FLORESTA,COMUNA 10,VEREDA,20.0,1,-34.6294,-58.4720
516,366,PLAZA DIAZ VELEZ,"Cruz, Osvaldo Av. & San Antonio",BARRACAS,COMUNA 4,PLAZA,16.0,3,-34.6526,-58.3769
327,366,VILLA OLIMPICA,4347 Escalada,VILLA LUGANO,COMUNA 8,PLAZOLETA,16.0,1,-34.6774,-58.4542
374,367,EVA PERON,Primera junta 3896 & Laguna,PARQUE AVELLANEDA,COMUNA 9,VEREDA,16.0,1,-34.6473,-58.4700
517,367,MARIANO CASTEX,"2873 Alvarez, Crisostomo",FLORES,COMUNA 7,VEREDA,16.0,3,-34.6454,-58.4574
503,367,MARTINEZ CASTRO,"1363 Mariano Acosta NO SE ABRE MAS, EL ID SE USA PARA EVA PERON",PARQUE AVELLANEDA,COMUNA 9,VEREDA,16.0,3,-34.6437,-58.4703
411,368,ENSENADA,413 Ensenada,FLORESTA,COMUNA 10,CALZADA,12.0,0,-34.6378,-58.4768
274,369,CIUDAD DE LA PAZ,2816 Ciudad de la Paz,BELGRANO,COMUNA 13,CALZADA,24.0,0,-34.5566,-58.4629
270,370,BEAUCHEF,1995 Beauchef,PARQUE CHACABUCO,COMUNA 7,CALZADA,20.0,1,-34.6401,-58.4304
260,371,PASEO DE LAS AMERICAS,Av.La Pampa y Av. Pres Figueroa Alcorta,BELGRANO,COMUNA 13,PLAZA ABIERTA,12.0,1,-34.5530,-58.4352
412,372,VILLA SOLDATI,Avenida Lafuente 3360,VILLA SOLDATI,COMUNA 8,PLAZOLETA,16.0,0,-34.6641,-58.4370
188,373,JORGELINA DE SIMONE,1755 Cochabamba,CONSTITUCION,COMUNA 1,CALZADA,16.0,1,-34.6240,-58.3906
255,374,PUAN,1290 Yerbal,CABALLITO,COMUNA 6,CALZADA,16.0,1,-34.6221,-58.4484
420,375,CIUDAD UNIVERSITARIA I,Ciudad Universitaria - Pabellón 1(CABA),BELGRANO,COMUNA 13,VEREDA,20.0,1,-34.5446,-58.4396
421,376,CIUDAD UNIVERSITARIA II,Ciudad Universitaria - Pabellón 2 (CABA),BELGRANO,COMUNA 13,VEREDA,12.0,0,-34.5422,-58.4427
422,377,CIUDAD UNIVERSITARIA III,Ciudad Universitaria - Pabellón 3 (CABA),BELGRANO,COMUNA 13,VEREDA,28.0,1,-34.5414,-58.4442
368,378,AGRONOMIA,4351 San Martin,AGRONOMIA,COMUNA 15,VEREDA,12.0,1,-34.5983,-58.4819
515,379,BERG,"3402 Berg, Carlos",VILLA SOLDATI,COMUNA 8,PLAZA,12.0,3,-34.6598,-58.4290
266,379,CORPORACION BUENOS AIRES SUR,Rabanal 3220,VILLA SOLDATI,COMUNA 8,VEREDA,16.0,3,-34.6655,-58.4385
422,379,PARQUE SARMIENTO II,Alfonsina Storni 3771,SAAVEDRA,COMUNA 12,CALZADA,16.0,1,-34.5645,-58.5029
306,380,PAYSANDU Y GALICIA,1220 Galicia,CABALLITO,COMUNA 6,CALZADA,20.0,0,-34.6085,-58.4560
364,381,MATIENZO Y ARCE,"1798 Matienzo, Benjamin, Teniente",PALERMO,COMUNA 14,CALZADA,24.0,0,-34.5688,-58.4343
511,382,CMD,1016 Algarrobo,BARRACAS,COMUNA 4,CALZADA,16.0,3,-34.6545,-58.3794
413,382,MERCADO DE HACIENDA MATADEROS,2307 Lisandro de la Torre,MATADEROS,COMUNA 9,PLAZOLETA,16.0,1,-34.6615,-58.5016
253,383,BOEDO Y VENEZUELA,389 Boedo Av. & Republica Bolivariana De Venezuela,ALMAGRO,COMUNA 5,VEREDA,20.0,1,-34.6171,-58.4169
231,384,PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",VILLA CRESPO,COMUNA 15,PLAZA ABIERTA,16.0,1,-34.6048,-58.4463
414,385,FRANKLIN,440 Franklin,CABALLITO,COMUNA 6,CALZADA,20.0,0,-34.6078,-58.4382
415,386,GAVILAN Y VALLESE,786 Gavilan,FLORES,COMUNA 7,CALZADA,20.0,0,-34.6205,-58.4637
424,387,LUNA,201 Luna,PARQUE PATRICIOS,COMUNA 4,CALZADA,16.0,1,-34.63847,-58.3997
251,388,PLAZA JOSE C PAZ,"3394 Jose. C Paz EX Pepiri & Paz, Jose C.",PARQUE PATRICIOS,COMUNA 4,PLAZA ABIERTA,20.0,1,-34.64503,-58.40973
233,389,PLAZA REPUBLICA DE MEXICO,693 La Pampa,BELGRANO,COMUNA 13,PLAZA ABIERTA,24.0,0,-34.5541,-58.4362
379,390,DE LOS OMBUES,"De Los Ombues Av. & Bello, Andres",PALERMO,COMUNA 14,CALZADA,20.0,1,-34.56,-58.428
239,391,PLAZA REPUBLICA DE ECUADOR,"Figueroa Alcorta, Pres. Av. & Dorrego Av.",PALERMO,COMUNA 14,VEREDA,20.0,1,-34.56553,-58.41986
295,392,CALASANZ,San Jose De Calasanz & Valle,CABALLITO,COMUNA 6,CALZADA,20.0,0,-34.6247,-58.4377
448,393,BARRIO 31,11 Carlos H. Perette,RETIRO,COMUNA 1,VEREDA,24.0,1,-34.58309,-58.37782
425,394,AV. LA PLATA,"804 Arbeletche, Anibal P.",NUEVA POMPEYA,COMUNA 4,CALZADA,16.0,1,-34.64408,-58.42212
304,395,AGRONOMIA II,De Los Incas Av. & De Los Constituyentes Av.,AGRONOMIA,COMUNA 15,VEREDA,16.0,1,-34.5891,-58.48472
426,396,PLAZA ALBERTI,Arcos & Roosevelt Franklin D.,BELGRANO,COMUNA 13,CALZADA,20.0,1,-34.55571,-58.45789
