Id_recorrido,nombre_estacion_origen,hora_origen
17497477BAEcobici,223 - GAINZA,8
17668319BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,16
17490509BAEcobici,184 - Pedro Echague,22
17470647BAEcobici,003 - ADUANA,18
17573345BAEcobici,063 - Reconquista,17
17381138BAEcobici,142 - ARMENIA,12
17531378BAEcobici,153 - JUAN MANUEL DE BLANES,23
17535333BAEcobici,128 - PARQUE DEL BAJO,11
17533587BAEcobici,251 - Solar de la Abadía,8
17405234BAEcobici,254 - Plaza Rafael Hernandez,11
17459955BAEcobici,065 - Julián Álvarez,20
17533654BAEcobici,166 - Cementerio de Recoleta,8
17431740BAEcobici,035 - INGENIERO BUTTY,18
17424467BAEcobici,130 - RETIRO II,7
17603351BAEcobici,099 - Malabia,21
17686630BAEcobici,130 - RETIRO II,7
17522349BAEcobici,144 - PUEYRREDÓN,8
17553390BAEcobici,248 - Husares,18
17568713BAEcobici,377 - CIUDAD UNIVERSITARIA III,9
17604013BAEcobici,014 - Pacifico,22
17467161BAEcobici,163 - ONCE II,13
17554392BAEcobici,091 - Pasco,20
17580884BAEcobici,065 - Julián Álvarez,9
17639679BAEcobici,220 - PLAZA FELIX LIMA,15
17421204BAEcobici,033 - Facultad de Medicina,18
17588204BAEcobici,013 - ONCE,18
17517499BAEcobici,335 - General Urquiza,19
17654697BAEcobici,025 - Plaza Guemes,16
17436483BAEcobici,130 - RETIRO II,6
17449853BAEcobici,168 - Estados Unidos,6
17430655BAEcobici,002 - Retiro I,17
17455902BAEcobici,007 - OBELISCO,16
17522938BAEcobici,101 - Fitz Roy,9
17404955BAEcobici,216 - EMILIO LAMARCA,10
17575520BAEcobici,015 - AMENABAR,19
17492819BAEcobici,335 - General Urquiza,13
17472438BAEcobici,033 - Facultad de Medicina,19
17390650BAEcobici,361 - Plaza Don Segundo Sombra,7
17382888BAEcobici,033 - Facultad de Medicina,15
17491756BAEcobici,005 - Plaza Italia,5
17548839BAEcobici,086 - SAAVEDRA,12
17467928BAEcobici,350 - Plaza Irlanda,15
17395334BAEcobici,276 - PRIMERA JUNTA,15
17660682BAEcobici,009 - Parque Las Heras,1
17491791BAEcobici,223 - GAINZA,6
17484193BAEcobici,121 - YATAY,19
17656032BAEcobici,178 - José Marmol,18
17675600BAEcobici,028 - Plaza de la Bandera,9
17606388BAEcobici,061 - Ministerio de Economia,8
17552722BAEcobici,027 - Montevideo,18
17550971BAEcobici,172 - BRASIL,15
17576549BAEcobici,184 - Pedro Echague,20
17468821BAEcobici,128 - PARQUE DEL BAJO,16
17564655BAEcobici,333 - PARQUE DE LA ESTACIÓN,17
17628957BAEcobici,220 - PLAZA FELIX LIMA,10
17668200BAEcobici,066 - Billinghurst,16
17653759BAEcobici,206 - Galicia,15
17470562BAEcobici,136 - Acevedo,18
17432544BAEcobici,082 - HOSPITAL ITALIANO,19
17674063BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,7
17675352BAEcobici,099 - Malabia,9
17515183BAEcobici,043 - PLAZA ALBERDI,17
17572614BAEcobici,371 - Paseo de las Americas,16
17612105BAEcobici,091 - Pasco,16
17554162BAEcobici,205 - SAN MARTIN,19
17527218BAEcobici,103 - MALBA,17
17514816BAEcobici,026 - JUANA MANSO I,16
17481907BAEcobici,006 - Parque Lezama,17
17494948BAEcobici,390 - De Los Ombues,21
17382640BAEcobici,023 - Suipacha,15
17412235BAEcobici,005 - Plaza Italia,22
17658423BAEcobici,161 - Humahuaca,20
17471031BAEcobici,175 - PLAZA MACKENNA,18
17629510BAEcobici,044 - Ecoparque,13
17659841BAEcobici,261 - QUINTEROS LIDORO,22
17571991BAEcobici,076 - Ayacucho,15
17402866BAEcobici,373 - Jorgelina De Simone,7
17420358BAEcobici,221 - CULPINA,16
17549535BAEcobici,003 - ADUANA,13
17420002BAEcobici,397 - PARQUE SANTOJANNI,14
17421455BAEcobici,189 - POSADAS,18
17682880BAEcobici,135 - MARCELO T. DE ALVEAR,19
17563524BAEcobici,160 - Godoy Cruz y Libertador,13
17500606BAEcobici,038 - Plaza Libertad,13
17661558BAEcobici,079 - AZUCENA VILLAFLOR,7
17549809BAEcobici,037- Claudia Pía Braudracco,13
17432732BAEcobici,097 - Avelino Diaz,19
17593801BAEcobici,197 - PLAZA CIUDAD DE UDINE,8
17498548BAEcobici,223 - GAINZA,9
17602784BAEcobici,207 - PLAZA ARENALES,20
17529203BAEcobici,260 - SAN MIGUEL DE GARICOITS,19
17391265BAEcobici,331 - CALIFORNIA,8
17474677BAEcobici,171 - Pasteur,0
17696325BAEcobici,001 - FACULTAD DE DERECHO,20
17498412BAEcobici,136 - Acevedo,9
17514994BAEcobici,360 - Plaza Ramon Falcon,16
17640683BAEcobici,003 - ADUANA,16
17378538BAEcobici,196 - HOSPITAL ARGERICH,8
17400610BAEcobici,233 - MONROE,23
17540494BAEcobici,383 - BOEDO Y VENEZUELA,18
17537468BAEcobici,064 - RIOBAMBA,15
17408347BAEcobici,281 - Villa Urquiza,16
17604164BAEcobici,066 - Billinghurst,22
17679850BAEcobici,152 - JULIETA LANTERI,16
17560306BAEcobici,335 - General Urquiza,19
17660236BAEcobici,009 - Parque Las Heras,23
17493550BAEcobici,044 - Ecoparque,17
17606456BAEcobici,221 - CULPINA,8
17466794BAEcobici,181 - BILLINGHURST Y MANSILLA,13
17674987BAEcobici,121 - YATAY,8
17403822BAEcobici,065 - Julián Álvarez,8
17382028BAEcobici,108 - Usina del Arte,14
17539465BAEcobici,200 - AUSTRIA Y FRENCH,17
17572100BAEcobici,113 - Guatemala,15
17552202BAEcobici,254 - Plaza Rafael Hernandez,17
17404459BAEcobici,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,9
17520103BAEcobici,108 - Usina del Arte,0
17602808BAEcobici,347 - CARABOBO,20
17592578BAEcobici,002 - Retiro I,7
17412869BAEcobici,266 - PLAZA SABATTINI,0
17402655BAEcobici,129 - Velasco,7
17667454BAEcobici,365 - Venancio Flores,15
17378144BAEcobici,163 - ONCE II,8
17606465BAEcobici,099 - Malabia,8
17510983BAEcobici,097 - Avelino Diaz,9
17521976BAEcobici,100 - Plaza Gurruchaga,8
17492982BAEcobici,251 - Solar de la Abadía,14
17647723BAEcobici,242 - Plazoleta Rafael del Riego,7
17647907BAEcobici,008 - Congreso,7
17380821BAEcobici,101 - Fitz Roy,12
17582125BAEcobici,064 - RIOBAMBA,11
17665858BAEcobici,055 - HABANA,13
17595357BAEcobici,124 - UGARTECHE,11
17681466BAEcobici,026 - JUANA MANSO I,17
17576126BAEcobici,118 - MEXICO,19
17503555BAEcobici,224 - BAIGORRIA,18
17600245BAEcobici,178 - José Marmol,17
17450023BAEcobici,373 - Jorgelina De Simone,6
17535960BAEcobici,272 - Plaza Bruno Giordano,12
17435938BAEcobici,252 - Tamborini,1
17505686BAEcobici,288 - SECRETARÍA DE DEPORTES,20
17481364BAEcobici,325 - MEDRANO,16
17551478BAEcobici,032 - Catedral,16
17459011BAEcobici,324 - Las Victorias,19
17638563BAEcobici,221 - CULPINA,13
17410345BAEcobici,118 - MEXICO,19
17402619BAEcobici,147 - Constitución,7
17649162BAEcobici,016 - Legislatura,8
17605369BAEcobici,029 - Parque Centenario,6
17409668BAEcobici,003 - ADUANA,18
17687487BAEcobici,112 - 9 de Julio,8
17427403BAEcobici,313 - De Los Incas,12
17650757BAEcobici,059 - Coronel Diaz,11
17394852BAEcobici,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,14
17663156BAEcobici,083 - Paraná,8
17640837BAEcobici,061 - Ministerio de Economia,16
17681507BAEcobici,128 - PARQUE DEL BAJO,17
17671178BAEcobici,375 - Ciudad Universitaria I,19
17392016BAEcobici,023 - Suipacha,9
17555947BAEcobici,384 - PLAZA BENITO NAZAR,23
17560724BAEcobici,059 - Coronel Diaz,20
17594229BAEcobici,069 - Ecuador,9
17525842BAEcobici,254 - Plaza Rafael Hernandez,15
17452409BAEcobici,074 - INSTITUTO LELOIR,10
17673891BAEcobici,200 - AUSTRIA Y FRENCH,7
17407485BAEcobici,084 - TEATRO PICADERO,15
17499595BAEcobici,184 - Pedro Echague,12
17649565BAEcobici,276 - PRIMERA JUNTA,9
17513199BAEcobici,037- Claudia Pía Braudracco,14
17515983BAEcobici,346 - Plaza Zapiola,18
17680796BAEcobici,009 - Parque Las Heras,17
17607961BAEcobici,102 - ROSETI,10
17695690BAEcobici,208 - NICASIO OROÑO,19
17496354BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,6
17440984BAEcobici,161 - Humahuaca,13
17554559BAEcobici,070 - ARAOZ,20
17606827BAEcobici,061 - Ministerio de Economia,8
17499759BAEcobici,259 - PLAZA CASTELLI,12
17418343BAEcobici,067 - PARQUE SARMIENTO I,6
17462986BAEcobici,017 - Plaza Almagro,7
17429149BAEcobici,089 - Cabello,15
17385832BAEcobici,005 - Plaza Italia,18
17461043BAEcobici,147 - Constitución,22
17616445BAEcobici,282 - Tronador,22
17690430BAEcobici,074 - INSTITUTO LELOIR,13
17428961BAEcobici,263 - Plaza Echeverria,15
17473139BAEcobici,223 - GAINZA,20
17548027BAEcobici,093 - CARLOS CALVO,10
17509487BAEcobici,378 - AGRONOMIA,7
17522645BAEcobici,153 - JUAN MANUEL DE BLANES,9
17599808BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,17
17383214BAEcobici,333 - PARQUE DE LA ESTACIÓN,16
17460619BAEcobici,100 - Plaza Gurruchaga,21
17455314BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,15
17694291BAEcobici,004 - Plaza Roma,17
17553859BAEcobici,055 - HABANA,19
17455749BAEcobici,399 - GARCIA DEL RIO,16
17544751BAEcobici,129 - Velasco,3
17661870BAEcobici,348 - Villa del Parque,7
17399469BAEcobici,197 - PLAZA CIUDAD DE UDINE,20
17667759BAEcobici,098 - BENITO JUAREZ,15
17472106BAEcobici,298 - PLAZA DR. JUAN B. TERAN,19
17485964BAEcobici,240 - ECHEVERRIA,22
17465252BAEcobici,205 - SAN MARTIN,10
17646844BAEcobici,276 - PRIMERA JUNTA,1
17381901BAEcobici,335 - General Urquiza,14
17514661BAEcobici,056 - Plaza Palermo Viejo,16
17634422BAEcobici,008 - Congreso,7
17599176BAEcobici,186 - MANZANA 66,16
17530652BAEcobici,159 - Fitz Roy & Gorriti,21
17507237BAEcobici,012 - Plaza Vicente Lopez,22
17675188BAEcobici,260 - SAN MIGUEL DE GARICOITS,9
17690469BAEcobici,107 - HOSPITAL GARRAHAN,13
17528732BAEcobici,265 - Plaza Exodo Jujeño,18
17402540BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,7
17667672BAEcobici,206 - Galicia,15
17484624BAEcobici,169 - FACULTAD DE PSICOLOGIA,20
17527483BAEcobici,031 - Padilla,17
17693830BAEcobici,256 - PLAZA NORUEGA,17
17666682BAEcobici,084 - TEATRO PICADERO,14
17567856BAEcobici,383 - BOEDO Y VENEZUELA,8
17518275BAEcobici,160 - Godoy Cruz y Libertador,20
17441452BAEcobici,121 - YATAY,13
17680802BAEcobici,128 - PARQUE DEL BAJO,17
17523098BAEcobici,116 - HOSPITAL ALEMÁN,10
17474395BAEcobici,085 - AGUERO,23
17564388BAEcobici,152 - JULIETA LANTERI,16
17473321BAEcobici,075 - Plaza Primero de Mayo,21
17446746BAEcobici,131- HOSPITAL DE CLÍNICAS,20
17425312BAEcobici,135 - MARCELO T. DE ALVEAR,8
17573834BAEcobici,254 - Plaza Rafael Hernandez,17
17476525BAEcobici,127 - PLAZA LEONARDO N. ALEM,7
17573244BAEcobici,003 - ADUANA,16
17480658BAEcobici,128 - PARQUE DEL BAJO,15
17679026BAEcobici,397 - PARQUE SANTOJANNI,15
17689285BAEcobici,218 - Campana,11
17572124BAEcobici,187 - Jose Maria Moreno,15
17548171BAEcobici,160 - Godoy Cruz y Libertador,11
17379223BAEcobici,112 - 9 de Julio,9
17529367BAEcobici,276 - PRIMERA JUNTA,19
17650593BAEcobici,054 - Acuña de Figueroa,11
17645443BAEcobici,333 - PARQUE DE LA ESTACIÓN,21
17439845BAEcobici,309 - UTN II,11
17550633BAEcobici,023 - Suipacha,15
17697454BAEcobici,065 - Julián Álvarez,22
17444434BAEcobici,151 - AIME PAINÉ,17
17470750BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,18
17509242BAEcobici,014 - Pacifico,7
17415074BAEcobici,263 - Plaza Echeverria,13
17666448BAEcobici,082 - HOSPITAL ITALIANO,14
17696773BAEcobici,051 - TUCUMAN,20
17427479BAEcobici,150 - RODRIGO BUENO,12
17658154BAEcobici,111 - MACACHA GUEMES,19
17590688BAEcobici,224 - BAIGORRIA,22
17489315BAEcobici,028 - Plaza de la Bandera,16
17647218BAEcobici,393 - Barrio 31,5
17609874BAEcobici,183 - VIRREY CEVALLOS,13
17607404BAEcobici,110 - PLAZA CD DE BANFF,9
17692576BAEcobici,128 - PARQUE DEL BAJO,16
17570759BAEcobici,183 - VIRREY CEVALLOS,13
17590324BAEcobici,161 - Humahuaca,21
17420487BAEcobici,112 - 9 de Julio,16
17482568BAEcobici,251 - Solar de la Abadía,17
17435374BAEcobici,366 - VILLA OLÍMPICA,23
17390199BAEcobici,171 - Pasteur,6
17431142BAEcobici,260 - SAN MIGUEL DE GARICOITS,17
17536072BAEcobici,395 - Agronomia II,13
17659813BAEcobici,269 - Plaza De La Misericordia,22
17576804BAEcobici,050 - Hospital Rivadavia,20
17463184BAEcobici,030 - Peña,7
17565437BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,19
17530026BAEcobici,156 - Plaza Alemania,20
17516484BAEcobici,113 - Guatemala,18
17551312BAEcobici,227 -Club Ciudad de Buenos Aires,16
17621379BAEcobici,142 - ARMENIA,18
17380892BAEcobici,075 - Plaza Primero de Mayo,12
17500088BAEcobici,231 - Margariños Cervantes,12
17392823BAEcobici,237 - Madero Office,10
17603832BAEcobici,029 - Parque Centenario,22
17383187BAEcobici,184 - Pedro Echague,16
17633105BAEcobici,227 -Club Ciudad de Buenos Aires,1
17552161BAEcobici,285 - ESPINOSA,17
17398010BAEcobici,268 - Plaza Aristóbulo Del Valle,18
17616756BAEcobici,292 - PLAZA BOLIVIA,23
17674726BAEcobici,251 - Solar de la Abadía,8
17527916BAEcobici,069 - Ecuador,18
17487753BAEcobici,184 - Pedro Echague,9
17396790BAEcobici,039 - Plaza Don Bosco,17
17514386BAEcobici,333 - PARQUE DE LA ESTACIÓN,16
17624773BAEcobici,156 - Plaza Alemania,14
17500244BAEcobici,033 - Facultad de Medicina,13
17411159BAEcobici,327 - PLAZA RICCHERI,20
17412646BAEcobici,142 - ARMENIA,23
17597182BAEcobici,375 - Ciudad Universitaria I,14
17434963BAEcobici,223 - GAINZA,22
17624716BAEcobici,025 - Plaza Guemes,14
17624295BAEcobici,101 - Fitz Roy,12
17670688BAEcobici,371 - Paseo de las Americas,19
17648610BAEcobici,335 - General Urquiza,8
17452171BAEcobici,316 - Buenos Aires,9
17418596BAEcobici,006 - Parque Lezama,8
17610606BAEcobici,147 - Constitución,14
17678997BAEcobici,258 - Plaza J.J. Paso,15
17405849BAEcobici,005 - Plaza Italia,12
17567866BAEcobici,190 - JUNCAL,8
17402142BAEcobici,147 - Constitución,6
17431528BAEcobici,074 - INSTITUTO LELOIR,18
17536729BAEcobici,391 - Plaza República de Ecuador,14
17535143BAEcobici,152 - JULIETA LANTERI,11
17686720BAEcobici,333 - PARQUE DE LA ESTACIÓN,7
17396998BAEcobici,227 -Club Ciudad de Buenos Aires,17
17621065BAEcobici,111 - MACACHA GUEMES,17
17536034BAEcobici,244 - UADE,12
17642445BAEcobici,205 - SAN MARTIN,18
17513065BAEcobici,220 - PLAZA FELIX LIMA,13
17412445BAEcobici,116 - HOSPITAL ALEMÁN,23
17662284BAEcobici,002 - Retiro I,8
17585493BAEcobici,222 - SIMON BOLIVAR,16
17689781BAEcobici,367 - Eva Perón,12
17437299BAEcobici,208 - NICASIO OROÑO,7
17521547BAEcobici,136 - Acevedo,7
17457263BAEcobici,059 - Coronel Diaz,17
17458635BAEcobici,393 - Barrio 31,19
17468224BAEcobici,171 - Pasteur,15
17427566BAEcobici,377 - CIUDAD UNIVERSITARIA III,12
17693247BAEcobici,001 - FACULTAD DE DERECHO,16
17467319BAEcobici,082 - HOSPITAL ITALIANO,14
17477779BAEcobici,094 - GÚZMAN,9
17454122BAEcobici,012 - Plaza Vicente Lopez,13
17608678BAEcobici,036 - MAIPÚ,11
17661919BAEcobici,333 - PARQUE DE LA ESTACIÓN,7
17410231BAEcobici,390 - De Los Ombues,19
17577858BAEcobici,216 - EMILIO LAMARCA,22
17673027BAEcobici,295 - SUPERÍ,2
17488373BAEcobici,279 - PLAZA MONTE CASTRO,12
17660161BAEcobici,129 - Velasco,23
17386134BAEcobici,005 - Plaza Italia,19
17677797BAEcobici,255 - BARRANCAS DE BELGRANO,13
17423589BAEcobici,393 - Barrio 31,5
17596227BAEcobici,121 - YATAY,12
17402557BAEcobici,093 - CARLOS CALVO,7
17489527BAEcobici,255 - BARRANCAS DE BELGRANO,17
17468120BAEcobici,027 - Montevideo,15
17686989BAEcobici,316 - Buenos Aires,7
17515024BAEcobici,261 - QUINTEROS LIDORO,17
17624717BAEcobici,220 - PLAZA FELIX LIMA,14
17634388BAEcobici,017 - Plaza Almagro,7
17417014BAEcobici,059 - Coronel Diaz,21
17506812BAEcobici,038 - Plaza Libertad,21
17388353BAEcobici,204 - Biarritz,22
17463162BAEcobici,223 - GAINZA,7
17486756BAEcobici,071 - CERRITO,1
17630448BAEcobici,113 - Guatemala,15
17665706BAEcobici,046 - Chile,13
17679384BAEcobici,035 - INGENIERO BUTTY,15
17600092BAEcobici,094 - GÚZMAN,17
17650181BAEcobici,058 - Ministro Carranza,10
17421061BAEcobici,245 - COSTANERA NORTE,18
17468730BAEcobici,215 - HOSPITAL ALVAREZ,16
17409229BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,17
17493200BAEcobici,396 - PLAZA ALBERTI,15
17409602BAEcobici,033 - Facultad de Medicina,18
17439149BAEcobici,373 - Jorgelina De Simone,10
17408610BAEcobici,285 - ESPINOSA,17
17470971BAEcobici,330 - Parque Avellaneda,18
17680193BAEcobici,181 - BILLINGHURST Y MANSILLA,16
17407351BAEcobici,116 - HOSPITAL ALEMÁN,15
17403679BAEcobici,322 - MARTÍ Y DIRECTORIO,8
17612967BAEcobici,352 - San Jose de Flores,17
17514436BAEcobici,261 - QUINTEROS LIDORO,16
17449947BAEcobici,014 - Pacifico,6
17490028BAEcobici,172 - BRASIL,19
17412330BAEcobici,295 - SUPERÍ,22
17586272BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,16
17390939BAEcobici,152 - JULIETA LANTERI,7
17408969BAEcobici,080 - VALLE,17
17490606BAEcobici,056 - Plaza Palermo Viejo,22
17601318BAEcobici,076 - Ayacucho,18
17460033BAEcobici,190 - JUNCAL,20
17624712BAEcobici,125 - F.J.Santamaria de Oro,14
17602863BAEcobici,142 - ARMENIA,20
17397274BAEcobici,177 -PLANETARIO,18
17381477BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,13
17595170BAEcobici,251 - Solar de la Abadía,11
17393830BAEcobici,093 - CARLOS CALVO,12
17653091BAEcobici,009 - Parque Las Heras,15
17585007BAEcobici,054 - Acuña de Figueroa,15
17598415BAEcobici,066 - Billinghurst,15
17423035BAEcobici,374 - Puan,0
17608498BAEcobici,057 - BELGRANO,11
17449099BAEcobici,346 - Plaza Zapiola,0
17527193BAEcobici,303 - Huaura,17
17453428BAEcobici,340 - PLAZA NUEVA POMPEYA,12
17645360BAEcobici,381 - Matienzo Y Arce,21
17633137BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,1
17623224BAEcobici,138 - Hospital Britanico,3
17553926BAEcobici,169 - FACULTAD DE PSICOLOGIA,19
17596453BAEcobici,186 - MANZANA 66,13
17411689BAEcobici,262 - Holmberg,21
17607484BAEcobici,285 - ESPINOSA,9
17429913BAEcobici,350 - Plaza Irlanda,16
17465940BAEcobici,012 - Plaza Vicente Lopez,11
17493285BAEcobici,399 - GARCIA DEL RIO,16
17620688BAEcobici,036 - MAIPÚ,16
17475250BAEcobici,176 - Plaza Derechos del hombre,1
17560216BAEcobici,082 - HOSPITAL ITALIANO,18
17577731BAEcobici,181 - BILLINGHURST Y MANSILLA,22
17605206BAEcobici,074 - INSTITUTO LELOIR,4
17556497BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,2
17555723BAEcobici,065 - Julián Álvarez,23
17582415BAEcobici,060 - 25 De Mayo,11
17484927BAEcobici,118 - MEXICO,20
17455236BAEcobici,174 - MINISTERIO DE EDUCACION,15
17606569BAEcobici,140 - Las Casas,8
17474680BAEcobici,059 - Coronel Diaz,0
17573164BAEcobici,186 - MANZANA 66,16
17556752BAEcobici,300 - Jose Artigas,3
17651930BAEcobici,054 - Acuña de Figueroa,13
17428332BAEcobici,147 - Constitución,14
17383470BAEcobici,023 - Suipacha,16
17504916BAEcobici,153 - JUAN MANUEL DE BLANES,19
17628738BAEcobici,014 - Pacifico,9
17432097BAEcobici,009 - Parque Las Heras,18
17555551BAEcobici,008 - Congreso,22
17545011BAEcobici,373 - Jorgelina De Simone,5
17551258BAEcobici,075 - Plaza Primero de Mayo,16
17469524BAEcobici,305 - Plaza Martin Rodriguez,17
17556343BAEcobici,183 - VIRREY CEVALLOS,1
17689989BAEcobici,007 - OBELISCO,12
17628571BAEcobici,257 - Plaza Francisco Ramirez,8
17480734BAEcobici,137 - AZOPARDO Y CHILE,15
17654104BAEcobici,023 - Suipacha,16
17660307BAEcobici,350 - Plaza Irlanda,0
17601504BAEcobici,116 - HOSPITAL ALEMÁN,18
17511835BAEcobici,026 - JUANA MANSO I,11
17542847BAEcobici,009 - Parque Las Heras,21
17451153BAEcobici,023 - Suipacha,8
17657523BAEcobici,083 - Paraná,19
17402717BAEcobici,147 - Constitución,7
17645034BAEcobici,159 - Fitz Roy & Gorriti,20
17500169BAEcobici,124 - UGARTECHE,13
17377345BAEcobici,276 - PRIMERA JUNTA,6
17484295BAEcobici,273 - Plazoleta Colombia,19
17651403BAEcobici,086 - SAAVEDRA,12
17540707BAEcobici,131- HOSPITAL DE CLÍNICAS,19
17405754BAEcobici,065 - Julián Álvarez,12
17379780BAEcobici,032 - Catedral,10
17614956BAEcobici,005 - Plaza Italia,19
17494493BAEcobici,029 - Parque Centenario,19
17479045BAEcobici,073 - Ruy Díaz de Guzmán,12
17643872BAEcobici,188 - Aranguren,19
17394682BAEcobici,012 - Plaza Vicente Lopez,14
17637886BAEcobici,223 - GAINZA,12
17474838BAEcobici,067 - PARQUE SARMIENTO I,0
17553828BAEcobici,130 - RETIRO II,19
17409083BAEcobici,113 - Guatemala,17
17388159BAEcobici,091 - Pasco,21
17508150BAEcobici,348 - Villa del Parque,3
17589898BAEcobici,017 - Plaza Almagro,20
17670026BAEcobici,006 - Parque Lezama,18
17502798BAEcobici,333 - PARQUE DE LA ESTACIÓN,17
17653158BAEcobici,079 - AZUCENA VILLAFLOR,15
17411801BAEcobici,110 - PLAZA CD DE BANFF,21
17614438BAEcobici,091 - Pasco,18
17425889BAEcobici,117 - HUMBERTO 1°,9
17431070BAEcobici,070 - ARAOZ,17
17551114BAEcobici,003 - ADUANA,16
17550191BAEcobici,086 - SAAVEDRA,14
17602288BAEcobici,015 - AMENABAR,19
17634131BAEcobici,136 - Acevedo,7
17688675BAEcobici,108 - Usina del Arte,10
17603907BAEcobici,381 - Matienzo Y Arce,22
17668346BAEcobici,005 - Plaza Italia,16
17583423BAEcobici,027 - Montevideo,13
17495823BAEcobici,089 - Cabello,1
17624994BAEcobici,029 - Parque Centenario,15
17691987BAEcobici,067 - PARQUE SARMIENTO I,15
17674240BAEcobici,174 - MINISTERIO DE EDUCACION,7
17386997BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,20
17530476BAEcobici,171 - Pasteur,21
17418467BAEcobici,149 - LIMA,7
17507153BAEcobici,136 - Acevedo,22
17441612BAEcobici,124 - UGARTECHE,14
17674758BAEcobici,061 - Ministerio de Economia,8
17451316BAEcobici,152 - JULIETA LANTERI,8
17532804BAEcobici,061 - Ministerio de Economia,7
17579292BAEcobici,086 - SAAVEDRA,6
17550600BAEcobici,087 - Guayaquil,15
17681456BAEcobici,089 - Cabello,17
17498837BAEcobici,268 - Plaza Aristóbulo Del Valle,10
17448716BAEcobici,008 - Congreso,23
17549690BAEcobici,399 - GARCIA DEL RIO,13
17586086BAEcobici,136 - Acevedo,16
17507223BAEcobici,093 - CARLOS CALVO,22
17687963BAEcobici,013 - ONCE,8
17587401BAEcobici,258 - Plaza J.J. Paso,17
17669871BAEcobici,099 - Malabia,18
17601042BAEcobici,184 - Pedro Echague,18
17403105BAEcobici,229 - RIGLOS,8
17377796BAEcobici,005 - Plaza Italia,7
17480870BAEcobici,082 - HOSPITAL ITALIANO,15
17583848BAEcobici,331 - CALIFORNIA,13
17382893BAEcobici,167 - Hipólito Yrigoyen,15
17436490BAEcobici,221 - CULPINA,6
17640447BAEcobici,041 - PARQUE PATRICIOS II,16
17403903BAEcobici,269 - Plaza De La Misericordia,9
17516099BAEcobici,117 - HUMBERTO 1°,18
17434285BAEcobici,079 - AZUCENA VILLAFLOR,21
17586727BAEcobici,229 - RIGLOS,17
17631887BAEcobici,071 - CERRITO,19
17569222BAEcobici,142 - ARMENIA,10
17592996BAEcobici,131- HOSPITAL DE CLÍNICAS,7
17684350BAEcobici,129 - Velasco,21
17530687BAEcobici,242 - Plazoleta Rafael del Riego,21
17393862BAEcobici,267 - Plaza 25 De Agosto,12
17450176BAEcobici,266 - PLAZA SABATTINI,7
17627229BAEcobici,399 - GARCIA DEL RIO,21
17465879BAEcobici,150 - RODRIGO BUENO,11
17554512BAEcobici,161 - Humahuaca,20
17635239BAEcobici,121 - YATAY,8
17524284BAEcobici,205 - SAN MARTIN,12
17684887BAEcobici,113 - Guatemala,22
17681361BAEcobici,130 - RETIRO II,17
17416182BAEcobici,007 - OBELISCO,18
17687068BAEcobici,281 - Villa Urquiza,7
17402624BAEcobici,039 - Plaza Don Bosco,7
17529949BAEcobici,181 - BILLINGHURST Y MANSILLA,20
17634873BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,8
17447826BAEcobici,001 - FACULTAD DE DERECHO,21
17655495BAEcobici,079 - AZUCENA VILLAFLOR,17
17439834BAEcobici,022 - Arenales,11
17595915BAEcobici,204 - Biarritz,12
17414114BAEcobici,183 - VIRREY CEVALLOS,9
17626877BAEcobici,049 - 33 Orientales,20
17677011BAEcobici,152 - JULIETA LANTERI,12
17624686BAEcobici,316 - Buenos Aires,14
17542525BAEcobici,118 - MEXICO,21
17389802BAEcobici,099 - Malabia,4
17433746BAEcobici,173 - EL LIBERTADOR,20
17431832BAEcobici,184 - Pedro Echague,18
17622196BAEcobici,113 - Guatemala,20
17693688BAEcobici,132 - CORRIENTES,17
17602881BAEcobici,249 - Balbín,20
17625644BAEcobici,001 - FACULTAD DE DERECHO,17
17471722BAEcobici,099 - Malabia,19
17535917BAEcobici,069 - Ecuador,12
17670525BAEcobici,089 - Cabello,18
17518785BAEcobici,384 - PLAZA BENITO NAZAR,21
17669613BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,17
17692565BAEcobici,113 - Guatemala,16
17690044BAEcobici,016 - Legislatura,12
17574666BAEcobici,370 - Beauchef,18
17549515BAEcobici,374 - Puan,13
17429912BAEcobici,267 - Plaza 25 De Agosto,16
17391234BAEcobici,350 - Plaza Irlanda,8
17494407BAEcobici,219 - Parque Chacabuco II,19
17466274BAEcobici,231 - Margariños Cervantes,12
