Id_recorrido,estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
17643829BAEcobici,044  -  ECOPARQUE,044  -  ECOPARQUE,302,-34.5758,-58.4143,-34.5758,-58.4143,0.0
17508837BAEcobici,014  -  PACIFICO,292  -  PLAZA BOLIVIA,671,-34.5782,-58.4266,-34.5635,-58.4367,1.8780284466744175
17400658BAEcobici,002  -  RETIRO I,393  -  BARRIO 31,460,-34.5927,-58.3751,-34.58309,-58.37782,1.0972092702307294
17492928BAEcobici,105  -  PARQUE SAAVEDRA,364  -  CERRETTI Y MANUELA PEDRAZA,935,-34.5521,-58.4805,-34.5691,-58.5003,2.6192956054069128
17500315BAEcobici,335  -  GENERAL URQUIZA,100  -  PLAZA GURRUCHAGA,1630,-34.5713,-58.4119,-34.5931,-58.4351,3.222893732324321
17493487BAEcobici,255  -  BARRANCAS DE BELGRANO,251  -  SOLAR DE LA ABADIA,616,-34.5599,-58.4482,-34.5675,-58.437,1.3288914190512977
17387220BAEcobici,089  -  CABELLO,189  -  POSADAS,834,-34.5825,-58.4054,-34.5885,-58.3855,1.9400619312470588
17510111BAEcobici,094  -  GUZMAN,208  -  NICASIO ORONO,488,-34.5917,-58.4497,-34.5964,-58.4594,1.0302804958706357
17585338BAEcobici,001  -  FACULTAD DE DERECHO,391  -  PLAZA REPUBLICA DE ECUADOR,902,-34.5842,-58.3905,-34.56553,-58.41986,3.396417931837852
17563775BAEcobici,156  -  PLAZA ALEMANIA,182  -  RAVIGNANI Y GUATEMALA,998,-34.5778,-58.4073,-34.5781,-58.4351,2.545388681489141
17514462BAEcobici,273  -  PLAZOLETA COLOMBIA,151  -  AIME PAINE,987,-34.6377,-58.3737,-34.612,-58.3615,3.068006259389965
17659514BAEcobici,107  -  HOSPITAL GARRAHAN,155  -  PARQUE JOSE EVARISTO URIBURU,12921,-34.6303,-58.3963,-34.6381,-58.4112,1.6157343637540285
17620011BAEcobici,091  -  PASCO,328  -  SARMIENTO II,432,-34.6174,-58.3976,-34.6058,-58.3958,1.3003373578622446
17481984BAEcobici,328  -  SARMIENTO II,076  -  AYACUCHO,608,-34.6058,-58.3958,-34.607,-58.395,0.1522017453640055
17551518BAEcobici,057  -  BELGRANO,069  -  ECUADOR,3940,-34.6134,-58.3707,-34.5958,-58.4046,3.6682951149053493
