Id_recorrido,estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
17339621BAEcobici,033  -  FACULTAD DE MEDICINA,169  -  FACULTAD DE PSICOLOGIA,5697,-34.5972,-58.3988,-34.6118,-58.4117,2.007367043147396
17176001BAEcobici,346  -  PLAZA ZAPIOLA,264  -  PLAZA MARCOS SASTRE,307,-34.5737,-58.4743,-34.5711,-58.4809,0.6698868359255735
17323598BAEcobici,200  -  AUSTRIA Y FRENCH,030  -  PENA,354,-34.5883,-58.4043,-34.5906,-58.3974,0.6814399962400248
17269997BAEcobici,254  -  PLAZA RAFAEL HERNANDEZ,259  -  PLAZA CASTELLI,477,-34.5625,-58.4552,-34.5679,-58.4642,1.0196508817508405
17184673BAEcobici,130  -  RETIRO II,164  -  FACULTAD DE INGENIERIA,1778,-34.5927,-58.375,-34.6173,-58.3669,2.834072563775489
17187297BAEcobici,333  -  PARQUE DE LA ESTACION,162  -  LARREA Y BARTOLOME MITRE,340,-34.608,-58.4118,-34.609,-58.4019,0.9128380440312052
17373123BAEcobici,079  -  AZUCENA VILLAFLOR,029  -  PARQUE CENTENARIO,2714,-34.612,-58.3639,-34.608,-58.4333,6.366873788675459
17345617BAEcobici,256  -  PLAZA NORUEGA,399  -  GARCIA DEL RIO,793,-34.5622,-58.4594,-34.55024,-58.4771,2.0966541235311453
17218917BAEcobici,064  -  RIOBAMBA,200  -  AUSTRIA Y FRENCH,333,-34.594,-58.3945,-34.5883,-58.4043,1.0983903464486775
17162681BAEcobici,200  -  AUSTRIA Y FRENCH,033  -  FACULTAD DE MEDICINA,507,-34.5883,-58.4043,-34.5972,-58.3988,1.110333379578019
17363483BAEcobici,080  -  VALLE,049  -  33 ORIENTALES,372,-34.6244,-58.4342,-34.6288,-58.4223,1.19371199705306
17243281BAEcobici,056  -  PLAZA PALERMO VIEJO,122  -  COSTA RICA,2216,-34.5887,-58.4262,-34.5916,-58.4204,0.62118371796942
17307783BAEcobici,292  -  PLAZA BOLIVIA,104  -  FEDERICO LACROZE,1573,-34.5635,-58.4367,-34.5876,-58.4551,3.1653223956524403
17336806BAEcobici,030  -  PENA,054  -  ACUNA DE FIGUEROA,996,-34.5906,-58.3974,-34.5982,-58.4219,2.3965442870597617
17164002BAEcobici,054  -  ACUNA DE FIGUEROA,065  -  JULIAN ALVAREZ,682,-34.5982,-58.4219,-34.5873,-58.416,1.3269042714488997
17151741BAEcobici,012  -  PLAZA VICENTE LOPEZ,030  -  PENA,3672,-34.5928,-58.3888,-34.5906,-58.3974,0.8243577503081679
17318624BAEcobici,396  -  PLAZA ALBERTI,252  -  TAMBORINI,812,-34.55571,-58.45789,-34.5601,-58.4791,2.0027066679296675
17311035BAEcobici,049  -  33 ORIENTALES,091  -  PASCO,1167,-34.6288,-58.4223,-34.6174,-58.3976,2.591339550565226
17234208BAEcobici,161  -  HUMAHUACA,383  -  BOEDO Y VENEZUELA,766,-34.6021,-58.4195,-34.6171,-58.4169,1.6848112128905348
17202244BAEcobici,070  -  ARAOZ,113  -  GUATEMALA,1333,-34.5927,-58.4258,-34.5857,-58.4251,0.7809976361958596
17352703BAEcobici,287  -  BELAUSTEGUI,129  -  VELASCO,1446,-34.6164,-58.4772,-34.6002,-58.4349,4.269852331582928
17236913BAEcobici,099  -  MALABIA,218  -  CAMPANA,2411,-34.5963,-58.4357,-34.6168,-58.4842,4.989882352583767
17316274BAEcobici,031  -  PADILLA,205  -  SAN MARTIN,801,-34.6031,-58.4397,-34.6057,-58.4532,1.2689433181498777
17148334BAEcobici,199  -  ESTADOS UNIDOS Y BOEDO,082  -  HOSPITAL ITALIANO,882,-34.6224,-58.4158,-34.6074,-58.4262,1.9203524364574065
17338709BAEcobici,280  -  JURAMENTO,100  -  PLAZA GURRUCHAGA,3188,-34.579,-58.4841,-34.5931,-58.4351,4.751761751222682
17352574BAEcobici,174  -  MINISTERIO DE EDUCACION,083  -  PARANA,247,-34.5972,-58.3918,-34.6031,-58.3893,0.6948098780987542
17251330BAEcobici,069  -  ECUADOR,025  -  PLAZA GUEMES,477,-34.5958,-58.4046,-34.5898,-58.4166,1.2851777451199404
17310588BAEcobici,065  -  JULIAN ALVAREZ,009  -  PARQUE LAS HERAS,291,-34.5873,-58.416,-34.5855,-58.4077,0.7857315844681616
17222327BAEcobici,049  -  33 ORIENTALES,112  -  9 DE JULIO,1600,-34.6288,-58.4223,-34.6121,-58.3805,4.251887313734545
17222743BAEcobici,174  -  MINISTERIO DE EDUCACION,009  -  PARQUE LAS HERAS,935,-34.5972,-58.3918,-34.5855,-58.4077,1.952153444545085
17239540BAEcobici,152  -  JULIETA LANTERI,073  -  RUY DIAZ DE GUZMAN,1303,-34.6181,-58.36,-34.6305,-58.3716,1.7400433495896095
17183484BAEcobici,244  -  UADE,016  -  LEGISLATURA,652,-34.6171,-58.3815,-34.6099,-58.375,0.9973963490313772
17160220BAEcobici,079  -  AZUCENA VILLAFLOR,229  -  RIGLOS,1723,-34.612,-58.3639,-34.631,-58.4352,6.857841136405317
17147408BAEcobici,376  -  PASEO DE LA COSTANERA,245  -  COSTANERA NORTE,2009,-34.5503,-58.4297,-34.5645,-58.4022,2.972390965333316
17259131BAEcobici,168  -  ESTADOS UNIDOS,149  -  LIMA,2675,-34.6185,-58.3815,-34.6153,-58.3816,0.3559414174457255
17355165BAEcobici,029  -  PARQUE CENTENARIO,029  -  PARQUE CENTENARIO,137,-34.608,-58.4333,-34.608,-58.4333,0.0
17207205BAEcobici,035  -  INGENIERO BUTTY,044  -  ECOPARQUE,1846,-34.5962,-58.3718,-34.5758,-58.4143,4.5036052084790335
17223693BAEcobici,175  -  PLAZA MACKENNA,399  -  GARCIA DEL RIO,329,-34.5436,-58.4771,-34.55024,-58.4771,0.738334312920124
17164333BAEcobici,279  -  PLAZA MONTE CASTRO,224  -  BAIGORRIA,1379,-34.6181,-58.4985,-34.6106,-58.5029,0.9260802034179908
17249630BAEcobici,302  -  ESTACION VILLA LURO,201  -  PLAZA EJERCITO DE LOS ANDES,544,-34.637,-58.5014,-34.6391,-58.5101,0.8294800301996339
17372696BAEcobici,075  -  PLAZA PRIMERO DE MAYO,091  -  PASCO,495,-34.6123,-58.3989,-34.6174,-58.3976,0.5794382017265346
17253184BAEcobici,009  -  PARQUE LAS HERAS,012  -  PLAZA VICENTE LOPEZ,753,-34.5855,-58.4077,-34.5928,-58.3888,1.9110720718479004
17231794BAEcobici,031  -  PADILLA,112  -  9 DE JULIO,1755,-34.6031,-58.4397,-34.6121,-58.3805,5.509645617758247
17368139BAEcobici,074  -  INSTITUTO LELOIR,121  -  YATAY,282,-34.6046,-58.4348,-34.6008,-58.4283,0.729702871536594
17270897BAEcobici,116  -  HOSPITAL ALEMAN,144  -  PUEYRREDON,466,-34.5921,-58.4028,-34.6021,-58.4061,1.1522449067811389
17246446BAEcobici,158  -  VILLARROEL,167  -  HIPOLITO YRIGOYEN,1200,-34.5925,-58.4452,-34.615,-58.4273,2.990555043182591
17283869BAEcobici,044  -  ECOPARQUE,056  -  PLAZA PALERMO VIEJO,1289,-34.5758,-58.4143,-34.5887,-58.4262,1.8012183099479426
17275061BAEcobici,186  -  MANZANA 66,120  -  HOSPITAL RAMOS MEJIA,823,-34.6135,-58.4061,-34.6175,-58.4092,0.5275476673048535
17351515BAEcobici,366  -  VILLA OLIMPICA,340  -  PLAZA NUEVA POMPEYA,3573,-34.6774,-58.4542,-34.6517,-58.4146,4.613383494648748
17360848BAEcobici,129  -  VELASCO,350  -  PLAZA IRLANDA,969,-34.6002,-58.4349,-34.6131,-58.4572,2.494577346680217
17312603BAEcobici,066  -  BILLINGHURST,070  -  ARAOZ,400,-34.5947,-58.4139,-34.5927,-58.4258,1.1117430015454524
17331845BAEcobici,276  -  PRIMERA JUNTA,275  -  PLAZA 24 DE SEPTIEMBRE,857,-34.6204,-58.4412,-34.6071,-58.4485,1.6227788825999423
17299306BAEcobici,237  -  MADERO OFFICE,237  -  MADERO OFFICE,108,-34.5991,-58.3645,-34.5991,-58.3645,0.0
17323312BAEcobici,161  -  HUMAHUACA,054  -  ACUNA DE FIGUEROA,205,-34.6021,-58.4195,-34.5982,-58.4219,0.4861227269497116
17189032BAEcobici,128  -  PARQUE DEL BAJO,036  -  MAIPU,235,-34.6052,-58.368,-34.6046,-58.3766,0.7899219214001398
17111154BAEcobici,161  -  HUMAHUACA,181  -  BILLINGHURST Y MANSILLA,732,-34.6021,-58.4195,-34.5926,-58.412,1.2598184737883753
17165584BAEcobici,005  -  PLAZA ITALIA,156  -  PLAZA ALEMANIA,3676,-34.5808,-58.4204,-34.5778,-58.4073,1.2448514326685551
17374404BAEcobici,111  -  MACACHA GUEMES,146  -  HOSPITAL FRANCES,4256,-34.6048,-58.3639,-34.6222,-58.4077,4.450830341480306
17348762BAEcobici,371  -  PASEO DE LAS AMERICAS,371  -  PASEO DE LAS AMERICAS,4103,-34.553,-58.4352,-34.553,-58.4352,0.0
17167814BAEcobici,272  -  PLAZA BRUNO GIORDANO,122  -  COSTA RICA,1389,-34.6159,-58.4407,-34.5916,-58.4204,3.279171735523921
17152016BAEcobici,260  -  SAN MIGUEL DE GARICOITS,015  -  AMENABAR,875,-34.5772,-58.4576,-34.5719,-58.4475,1.0965510205075553
17352211BAEcobici,128  -  PARQUE DEL BAJO,007  -  OBELISCO,720,-34.6052,-58.368,-34.6058,-58.3807,1.164249256101073
17333533BAEcobici,084  -  TEATRO PICADERO,023  -  SUIPACHA,551,-34.6042,-58.3937,-34.6001,-58.3797,1.3600535366790265
17282678BAEcobici,128  -  PARQUE DEL BAJO,174  -  MINISTERIO DE EDUCACION,1367,-34.6052,-58.368,-34.5972,-58.3918,2.3529810748810647
17289477BAEcobici,030  -  PENA,103  -  MALBA,866,-34.5906,-58.3974,-34.5771,-58.403,1.5862584327913452
17123082BAEcobici,038  -  PLAZA LIBERTAD,111  -  MACACHA GUEMES,1755,-34.5971,-58.3827,-34.6048,-58.3639,1.9219650570462796
17177542BAEcobici,249  -  BALBIN,396  -  PLAZA ALBERTI,448,-34.5614,-58.4657,-34.55571,-58.45789,0.9548883633656772
17282411BAEcobici,029  -  PARQUE CENTENARIO,029  -  PARQUE CENTENARIO,900,-34.608,-58.4333,-34.608,-58.4333,0.0
17365034BAEcobici,262  -  HOLMBERG,263  -  PLAZA ECHEVERRIA,326,-34.5667,-58.4791,-34.5717,-58.4897,1.1185256866200073
17327123BAEcobici,183  -  VIRREY CEVALLOS,027  -  MONTEVIDEO,1142,-34.6156,-58.3897,-34.5994,-58.3897,1.8013578116416828
17362194BAEcobici,044  -  ECOPARQUE,122  -  COSTA RICA,1795,-34.5758,-58.4143,-34.5916,-58.4204,1.8434953851909903
17314404BAEcobici,092  -  SALCEDO,085  -  AGUERO,1652,-34.6318,-58.4049,-34.5945,-58.4089,4.1636931323323205
17353339BAEcobici,016  -  LEGISLATURA,073  -  RUY DIAZ DE GUZMAN,717,-34.6099,-58.375,-34.6305,-58.3716,2.311647875194883
17279248BAEcobici,152  -  JULIETA LANTERI,147  -  CONSTITUCION,1147,-34.6181,-58.36,-34.6261,-58.3793,1.9774183785799115
17278624BAEcobici,160  -  GODOY CRUZ Y LIBERTADOR,160  -  GODOY CRUZ Y LIBERTADOR,4178,-34.5728,-58.4207,-34.5728,-58.4207,0.0
17204432BAEcobici,069  -  ECUADOR,069  -  ECUADOR,3388,-34.5958,-58.4046,-34.5958,-58.4046,0.0
17242083BAEcobici,364  -  CERRETTI Y MANUELA PEDRAZA,263  -  PLAZA ECHEVERRIA,461,-34.5691,-58.5003,-34.5717,-58.4897,1.0126931805101866
17129128BAEcobici,255  -  BARRANCAS DE BELGRANO,242  -  PLAZOLETA RAFAEL DEL RIEGO,396,-34.5599,-58.4482,-34.5674,-58.4464,0.8500937183723067
17346728BAEcobici,251  -  SOLAR DE LA ABADIA,014  -  PACIFICO,1279,-34.5675,-58.437,-34.5782,-58.4266,1.5239064387748538
17321827BAEcobici,009  -  PARQUE LAS HERAS,001  -  FACULTAD DE DERECHO,970,-34.5855,-58.4077,-34.5842,-58.3905,1.581200227706613
17341221BAEcobici,394  -  AV. LA PLATA,022  -  ARENALES,3544,-34.64408,-58.42212,-34.5943,-58.3828,6.601930425564007
17145736BAEcobici,335  -  GENERAL URQUIZA,292  -  PLAZA BOLIVIA,2118,-34.5713,-58.4119,-34.5635,-58.4367,2.430797281369688
17167416BAEcobici,395  -  AGRONOMIA II,104  -  FEDERICO LACROZE,928,-34.5891,-58.48472,-34.5876,-58.4551,2.716582177266162
17168205BAEcobici,178  -  JOSE MARMOL,295  -  SUPERI,2000,-34.6234,-58.4249,-34.5554,-58.4767,8.92508284640489
17240163BAEcobici,250  -  FLENI,257  -  PLAZA FRANCISCO RAMIREZ,792,-34.5556,-58.4505,-34.5531,-58.4689,1.707827360738675
17227703BAEcobici,270  -  PLAZA DEL ANGEL GRIS,188  -  ARANGUREN,1086,-34.6218,-58.4577,-34.6104,-58.4328,2.6074843855047787
17198950BAEcobici,349  -  PLAZA SAENZ PENA,205  -  SAN MARTIN,668,-34.6096,-58.4674,-34.6057,-58.4532,1.3700312177462828
17173436BAEcobici,086  -  SAAVEDRA,184  -  PEDRO ECHAGUE,576,-34.6213,-58.4018,-34.6307,-58.3912,1.4259085056654432
17332359BAEcobici,129  -  VELASCO,260  -  SAN MIGUEL DE GARICOITS,1583,-34.6002,-58.4349,-34.5772,-58.4576,3.295258445915218
17148357BAEcobici,322  -  MARTI Y DIRECTORIO,269  -  PLAZA DE LA MISERICORDIA,1982,-34.6365,-58.4701,-34.6328,-58.4551,1.4326994962164104
17270419BAEcobici,150  -  RODRIGO BUENO,057  -  BELGRANO,630,-34.6192,-58.3556,-34.6134,-58.3707,1.5249050377390112
17137837BAEcobici,113  -  GUATEMALA,189  -  POSADAS,2295,-34.5857,-58.4251,-34.5885,-58.3855,3.638440526758945
17195329BAEcobici,099  -  MALABIA,005  -  PLAZA ITALIA,716,-34.5963,-58.4357,-34.5808,-58.4204,2.220844747439501
17312396BAEcobici,001  -  FACULTAD DE DERECHO,189  -  POSADAS,324,-34.5842,-58.3905,-34.5885,-58.3855,0.6619078634115432
17330112BAEcobici,156  -  PLAZA ALEMANIA,393  -  BARRIO 31,2150,-34.5778,-58.4073,-34.58309,-58.37782,2.762255244877144
17102256BAEcobici,008  -  CONGRESO,061  -  MINISTERIO DE ECONOMIA,580,-34.6101,-58.3891,-34.6088,-58.3707,1.6901274122432957
17331748BAEcobici,091  -  PASCO,001  -  FACULTAD DE DERECHO,1335,-34.6174,-58.3976,-34.5842,-58.3905,3.748431627547805
17296753BAEcobici,050  -  HOSPITAL RIVADAVIA,371  -  PASEO DE LAS AMERICAS,2843,-34.5836,-58.4012,-34.553,-58.4352,4.611855047154146
17123524BAEcobici,167  -  HIPOLITO YRIGOYEN,183  -  VIRREY CEVALLOS,2848,-34.615,-58.4273,-34.6156,-58.3897,3.4414875489285914
17322395BAEcobici,309  -  UTN II,366  -  VILLA OLIMPICA,640,-34.6605,-58.4676,-34.6774,-58.4542,2.2434645202180667
17217401BAEcobici,345  -  PLAZA MAFALDA,257  -  PLAZA FRANCISCO RAMIREZ,1633,-34.5809,-58.4446,-34.5531,-58.4689,3.808724742361332
17279072BAEcobici,029  -  PARQUE CENTENARIO,087  -  GUAYAQUIL,1068,-34.608,-58.4333,-34.6198,-58.4313,1.324803938240552
17225186BAEcobici,116  -  HOSPITAL ALEMAN,025  -  PLAZA GUEMES,2006,-34.5921,-58.4028,-34.5898,-58.4166,1.2888609798912107
17307162BAEcobici,128  -  PARQUE DEL BAJO,030  -  PENA,1440,-34.6052,-58.368,-34.5906,-58.3974,3.1427859352727494
17163119BAEcobici,316  -  BUENOS AIRES,138  -  HOSPITAL BRITANICO,588,-34.6459,-58.3968,-34.6354,-58.3876,1.43928496157919
17200803BAEcobici,333  -  PARQUE DE LA ESTACION,162  -  LARREA Y BARTOLOME MITRE,492,-34.608,-58.4118,-34.609,-58.4019,0.9128380440312052
17155995BAEcobici,032  -  CATEDRAL,244  -  UADE,1240,-34.6072,-58.3735,-34.6171,-58.3815,1.3220545310576717
17218108BAEcobici,054  -  ACUNA DE FIGUEROA,155  -  PARQUE JOSE EVARISTO URIBURU,1743,-34.5982,-58.4219,-34.6381,-58.4112,4.543437741007407
17307478BAEcobici,375  -  CIUDAD UNIVERSITARIA I,277  -  COGHLAN,1707,-34.5446,-58.4396,-34.5658,-58.4755,4.04544723749205
17205895BAEcobici,014  -  PACIFICO,391  -  PLAZA REPUBLICA DE ECUADOR,493,-34.5782,-58.4266,-34.56553,-58.41986,1.5380689400465992
17203136BAEcobici,356  -  ESTACION LUGANO,356  -  ESTACION LUGANO,269,-34.6771,-58.4757,-34.6771,-58.4757,0.0
17166195BAEcobici,071  -  CERRITO,107  -  HOSPITAL GARRAHAN,1110,-34.6026,-58.3838,-34.6303,-58.3963,3.2856469266545307
17294682BAEcobici,391  -  PLAZA REPUBLICA DE ECUADOR,009  -  PARQUE LAS HERAS,3287,-34.56553,-58.41986,-34.5855,-58.4077,2.484023013091677
17252450BAEcobici,044  -  ECOPARQUE,390  -  DE LOS OMBUES,700,-34.5758,-58.4143,-34.56,-58.428,2.158752321017558
17168971BAEcobici,249  -  BALBIN,080  -  VALLE,2623,-34.5614,-58.4657,-34.6244,-58.4342,7.575482108529245
17288239BAEcobici,254  -  PLAZA RAFAEL HERNANDEZ,220  -  PLAZA FELIX LIMA,948,-34.5625,-58.4552,-34.5418,-58.4704,2.689934371368728
17119224BAEcobici,010  -  MADERO UCA,183  -  VIRREY CEVALLOS,871,-34.617,-58.3658,-34.6156,-58.3897,2.1926370622770874
17250973BAEcobici,111  -  MACACHA GUEMES,128  -  PARQUE DEL BAJO,259,-34.6048,-58.3639,-34.6052,-58.368,0.3778714245050138
17234772BAEcobici,026  -  JUANA MANSO I,002  -  RETIRO I,505,-34.6009,-58.3638,-34.5927,-58.3751,1.3788326494587242
17206588BAEcobici,080  -  VALLE,029  -  PARQUE CENTENARIO,777,-34.6244,-58.4342,-34.608,-58.4333,1.8254556667200097
17307532BAEcobici,069  -  ECUADOR,113  -  GUATEMALA,1183,-34.5958,-58.4046,-34.5857,-58.4251,2.186939540305981
17233757BAEcobici,328  -  SARMIENTO II,013  -  ONCE,3765,-34.6058,-58.3958,-34.6101,-58.4066,1.0979884328852063
17107473BAEcobici,316  -  BUENOS AIRES,387  -  LUNA,343,-34.6459,-58.3968,-34.63847,-58.3997,0.8677290064002153
17343575BAEcobici,044  -  ECOPARQUE,168  -  ESTADOS UNIDOS,2825,-34.5758,-58.4143,-34.6185,-58.3815,5.617577240399642
17369470BAEcobici,161  -  HUMAHUACA,215  -  HOSPITAL ALVAREZ,2135,-34.6021,-58.4195,-34.6231,-58.4684,5.047662997404311
17137255BAEcobici,207  -  PLAZA ARENALES,224  -  BAIGORRIA,493,-34.6001,-58.5117,-34.6106,-58.5029,1.4183913493101488
17367314BAEcobici,063  -  RECONQUISTA,030  -  PENA,1516,-34.5985,-58.3728,-34.5906,-58.3974,2.41703108005006
17347027BAEcobici,238  -  PLAZA LAS TOSCANERAS,221  -  CULPINA,2377,-34.639,-58.5043,-34.6316,-58.4663,3.572655702499748
17344718BAEcobici,183  -  VIRREY CEVALLOS,107  -  HOSPITAL GARRAHAN,842,-34.6156,-58.3897,-34.6303,-58.3963,1.7425629239538445
17347008BAEcobici,179  -  CASA SAN,114  -  DELLA PAOLERA,2259,-34.6385,-58.3643,-34.5949,-58.3724,4.904435491291269
17099364BAEcobici,371  -  PASEO DE LAS AMERICAS,359  -  PLAZA BALCARCE,1371,-34.553,-58.4352,-34.5475,-58.4678,3.047611551207827
17280862BAEcobici,201  -  PLAZA EJERCITO DE LOS ANDES,201  -  PLAZA EJERCITO DE LOS ANDES,998,-34.6391,-58.5101,-34.6391,-58.5101,0.0
17142965BAEcobici,381  -  MATIENZO Y ARCE,255  -  BARRANCAS DE BELGRANO,804,-34.5688,-58.4343,-34.5599,-58.4482,1.6122591917861155
17172184BAEcobici,006  -  PARQUE LEZAMA,126  -  MINISTERIO DE JUSTICIA Y SEGURIDAD,357,-34.6282,-58.3694,-34.6401,-58.3693,1.323251256329671
17105442BAEcobici,199  -  ESTADOS UNIDOS Y BOEDO,167  -  HIPOLITO YRIGOYEN,558,-34.6224,-58.4158,-34.615,-58.4273,1.3358490908928151
17152917BAEcobici,116  -  HOSPITAL ALEMAN,007  -  OBELISCO,1221,-34.5921,-58.4028,-34.6058,-58.3807,2.532273140025128
17320542BAEcobici,303  -  HUAURA,094  -  GUZMAN,359,-34.5973,-58.4531,-34.5917,-58.4497,0.6961331322811417
17151572BAEcobici,373  -  JORGELINA DE SIMONE,041  -  PARQUE PATRICIOS II,625,-34.624,-58.3906,-34.6374,-58.4057,2.031962882374609
17231707BAEcobici,257  -  PLAZA FRANCISCO RAMIREZ,247  -  PLAZA LUCIO DEMARE,352,-34.5531,-58.4689,-34.5457,-58.4651,0.8934136249401331
17227869BAEcobici,221  -  CULPINA,367  -  EVA PERON,2075,-34.6316,-58.4663,-34.6473,-58.47,1.778273867517723
17285454BAEcobici,335  -  GENERAL URQUIZA,005  -  PLAZA ITALIA,780,-34.5713,-58.4119,-34.5808,-58.4204,1.3120599286345724
17114678BAEcobici,187  -  JOSE MARIA MORENO,120  -  HOSPITAL RAMOS MEJIA,643,-34.6202,-58.4356,-34.6175,-58.4092,2.4343901322142005
17366030BAEcobici,089  -  CABELLO,193  -  ARENALES Y AGUERO,1015,-34.5825,-58.4054,-34.5909,-58.4061,0.9362329386012912
17140881BAEcobici,012  -  PLAZA VICENTE LOPEZ,092  -  SALCEDO,1632,-34.5928,-58.3888,-34.6318,-58.4049,4.580065708390403
17220826BAEcobici,328  -  SARMIENTO II,003  -  ADUANA,2619,-34.6058,-58.3958,-34.6112,-58.3696,2.4718424719769647
17120537BAEcobici,152  -  JULIETA LANTERI,061  -  MINISTERIO DE ECONOMIA,1470,-34.6181,-58.36,-34.6088,-58.3707,1.4241546979372612
17217419BAEcobici,277  -  COGHLAN,297  -  TRONADOR Y GARCIA DEL RIO,2456,-34.5658,-58.4755,-34.5546,-58.4854,1.5404035256726218
17153783BAEcobici,101  -  FITZ ROY,100  -  PLAZA GURRUCHAGA,419,-34.5891,-58.4423,-34.5931,-58.4351,0.7951168128590003
17231317BAEcobici,275  -  PLAZA 24 DE SEPTIEMBRE,276  -  PRIMERA JUNTA,560,-34.6071,-58.4485,-34.6204,-58.4412,1.6227788825999423
17344202BAEcobici,224  -  BAIGORRIA,285  -  ESPINOSA,2621,-34.6106,-58.5029,-34.604,-58.4572,4.246386888455305
17290780BAEcobici,001  -  FACULTAD DE DERECHO,189  -  POSADAS,1894,-34.5842,-58.3905,-34.5885,-58.3855,0.6619078634115432
17354379BAEcobici,151  -  AIME PAINE,107  -  HOSPITAL GARRAHAN,1537,-34.612,-58.3615,-34.6303,-58.3963,3.779018728871775
17167389BAEcobici,181  -  BILLINGHURST Y MANSILLA,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,296,-34.5926,-58.412,-34.597,-58.4076,0.6337045390547477
17259641BAEcobici,128  -  PARQUE DEL BAJO,111  -  MACACHA GUEMES,270,-34.6052,-58.368,-34.6048,-58.3639,0.3778714245050138
17243123BAEcobici,083  -  PARANA,325  -  MEDRANO,1395,-34.6031,-58.3893,-34.6094,-58.4215,3.029115546727025
17149147BAEcobici,038  -  PLAZA LIBERTAD,027  -  MONTEVIDEO,343,-34.5971,-58.3827,-34.5994,-58.3897,0.6898703840562869
17118478BAEcobici,107  -  HOSPITAL GARRAHAN,199  -  ESTADOS UNIDOS Y BOEDO,1345,-34.6303,-58.3963,-34.6224,-58.4158,1.98876160755745
17233397BAEcobici,074  -  INSTITUTO LELOIR,074  -  INSTITUTO LELOIR,2063,-34.6046,-58.4348,-34.6046,-58.4348,0.0
17271199BAEcobici,044  -  ECOPARQUE,005  -  PLAZA ITALIA,256,-34.5758,-58.4143,-34.5808,-58.4204,0.7880334901238665
17214505BAEcobici,005  -  PLAZA ITALIA,054  -  ACUNA DE FIGUEROA,871,-34.5808,-58.4204,-34.5982,-58.4219,1.939657989062073
17202862BAEcobici,322  -  MARTI Y DIRECTORIO,352  -  SAN JOSE DE FLORES,662,-34.6365,-58.4701,-34.6289,-58.4627,1.0828445264747797
17231646BAEcobici,223  -  GAINZA,276  -  PRIMERA JUNTA,256,-34.6168,-58.4467,-34.6204,-58.4412,0.643076048447922
17172100BAEcobici,257  -  PLAZA FRANCISCO RAMIREZ,399  -  GARCIA DEL RIO,435,-34.5531,-58.4689,-34.55024,-58.4771,0.8155319783165764
17295736BAEcobici,328  -  SARMIENTO II,103  -  MALBA,1449,-34.6058,-58.3958,-34.5771,-58.403,3.258640512683976
17130739BAEcobici,149  -  LIMA,179  -  CASA SAN,1119,-34.6153,-58.3816,-34.6385,-58.3643,3.02665481034438
17317107BAEcobici,016  -  LEGISLATURA,023  -  SUIPACHA,652,-34.6099,-58.375,-34.6001,-58.3797,1.171539500233044
17172367BAEcobici,109  -  ESTACION PUEYRREDON,265  -  PLAZA EXODO JUJENO,858,-34.5811,-58.5015,-34.5826,-58.481,1.8841431022215125
17172801BAEcobici,288  -  SECRETARIA DE DEPORTES,396  -  PLAZA ALBERTI,1116,-34.5472,-58.4564,-34.55571,-58.45789,0.9560571499818752
17109239BAEcobici,187  -  JOSE MARIA MORENO,136  -  ACEVEDO,666,-34.6202,-58.4356,-34.5998,-58.4428,2.3621422596454407
17347689BAEcobici,325  -  MEDRANO,071  -  CERRITO,1200,-34.6094,-58.4215,-34.6026,-58.3838,3.532256675732692
17133170BAEcobici,171  -  PASTEUR,118  -  MEXICO,1432,-34.603,-58.3996,-34.6168,-58.4027,1.5604960537209436
17127020BAEcobici,009  -  PARQUE LAS HERAS,189  -  POSADAS,1335,-34.5855,-58.4077,-34.5885,-58.3855,2.059448861297392
17127552BAEcobici,199  -  ESTADOS UNIDOS Y BOEDO,086  -  SAAVEDRA,1003,-34.6224,-58.4158,-34.6213,-58.4018,1.2868890023629511
17316314BAEcobici,066  -  BILLINGHURST,288  -  SECRETARIA DE DEPORTES,2340,-34.5947,-58.4139,-34.5472,-58.4564,6.560441057168699
17141511BAEcobici,101  -  FITZ ROY,055  -  HABANA,1964,-34.5891,-58.4423,-34.5865,-58.4949,4.823782166704358
17189376BAEcobici,005  -  PLAZA ITALIA,335  -  GENERAL URQUIZA,373,-34.5808,-58.4204,-34.5713,-58.4119,1.3120599286345724
17172817BAEcobici,093  -  CARLOS CALVO,025  -  PLAZA GUEMES,1237,-34.6207,-58.3944,-34.5898,-58.4166,3.991717007428402
17232160BAEcobici,164  -  FACULTAD DE INGENIERIA,128  -  PARQUE DEL BAJO,570,-34.6173,-58.3669,-34.6052,-58.368,1.3492193613494792
17243587BAEcobici,060  -  25 DE MAYO,004  -  PLAZA ROMA,1567,-34.6015,-58.3712,-34.6018,-58.3691,0.1950795163413193
17335449BAEcobici,107  -  HOSPITAL GARRAHAN,107  -  HOSPITAL GARRAHAN,2347,-34.6303,-58.3963,-34.6303,-58.3963,0.0
17099295BAEcobici,268  -  PLAZA ARISTOBULO DEL VALLE,207  -  PLAZA ARENALES,795,-34.6064,-58.4932,-34.6001,-58.5117,1.83240511005233
17100782BAEcobici,163  -  ONCE II,171  -  PASTEUR,354,-34.6088,-58.4061,-34.603,-58.3996,0.8774017262642884
17220555BAEcobici,150  -  RODRIGO BUENO,130  -  RETIRO II,1202,-34.6192,-58.3556,-34.5927,-58.375,3.4402522112994576
